UnixTimeStamp,TimeStamp,Sampling
1215698259353,2008-07-10 13:57:39,38
1215698260355,2008-07-10 13:57:40,38
1215698261368,2008-07-10 13:57:41,32
1215698262368,2008-07-10 13:57:42,36
1215698263368,2008-07-10 13:57:43,38
1215698264368,2008-07-10 13:57:44,42
1215698265368,2008-07-10 13:57:45,40
1215698266397,2008-07-10 13:57:46,41
1215698267415,2008-07-10 13:57:47,44
1215698268415,2008-07-10 13:57:48,44
1215698269430,2008-07-10 13:57:49,34
1215698270432,2008-07-10 13:57:50,42
1215698271447,2008-07-10 13:57:51,39
1215698272447,2008-07-10 13:57:52,38
1215698273461,2008-07-10 13:57:53,37
1215698274462,2008-07-10 13:57:54,40
1215698275477,2008-07-10 13:57:55,41
1215698276477,2008-07-10 13:57:56,36
1215698277478,2008-07-10 13:57:57,42
1215698278519,2008-07-10 13:57:58,33
1215698279545,2008-07-10 13:57:59,46
1215698280555,2008-07-10 13:58:00,37
1215698281555,2008-07-10 13:58:01,39
1215698282555,2008-07-10 13:58:02,42
1215698283555,2008-07-10 13:58:03,41
1215698284571,2008-07-10 13:58:04,43
1215698285572,2008-07-10 13:58:05,39
1215698286572,2008-07-10 13:58:06,44
1215698287587,2008-07-10 13:58:07,41
1215698288633,2008-07-10 13:58:08,42
1215698289633,2008-07-10 13:58:09,41
1215698290665,2008-07-10 13:58:10,40
1215698291680,2008-07-10 13:58:11,41
1215698292681,2008-07-10 13:58:12,46
1215698293681,2008-07-10 13:58:13,41
1215698294681,2008-07-10 13:58:14,44
1215698295681,2008-07-10 13:58:15,40
1215698296697,2008-07-10 13:58:16,42
1215698297697,2008-07-10 13:58:17,40
1215698298711,2008-07-10 13:58:18,42
1215698299728,2008-07-10 13:58:19,42
1215698300744,2008-07-10 13:58:20,42
1215698301774,2008-07-10 13:58:21,45
1215698302774,2008-07-10 13:58:22,41
1215698303774,2008-07-10 13:58:23,41
1215698304774,2008-07-10 13:58:24,40
1215698305775,2008-07-10 13:58:25,43
1215698306790,2008-07-10 13:58:26,42
1215698307806,2008-07-10 13:58:27,43
1215698308806,2008-07-10 13:58:28,43
1215698309806,2008-07-10 13:58:29,41
1215698310808,2008-07-10 13:58:30,41
1215698311822,2008-07-10 13:58:31,43
1215698312852,2008-07-10 13:58:32,43
1215698313853,2008-07-10 13:58:33,42
1215698314868,2008-07-10 13:58:34,43
1215698315868,2008-07-10 13:58:35,37
1215698316869,2008-07-10 13:58:36,44
1215698317869,2008-07-10 13:58:37,40
1215698318884,2008-07-10 13:58:38,44
1215698319884,2008-07-10 13:58:39,41
1215698320900,2008-07-10 13:58:40,41
1215698321916,2008-07-10 13:58:41,43
1215698322931,2008-07-10 13:58:42,40
1215698323931,2008-07-10 13:58:43,44
1215698324947,2008-07-10 13:58:44,39
1215698325977,2008-07-10 13:58:45,46
1215698326978,2008-07-10 13:58:46,40
1215698327991,2008-07-10 13:58:47,43
1215698328994,2008-07-10 13:58:48,41
1215698330133,2008-07-10 13:58:50,38
1215698331197,2008-07-10 13:58:51,50
1215698332213,2008-07-10 13:58:52,41
1215698333228,2008-07-10 13:58:53,37
1215698334254,2008-07-10 13:58:54,42
1215698335275,2008-07-10 13:58:55,40
1215698336275,2008-07-10 13:58:56,40
1215698337275,2008-07-10 13:58:57,37
1215698338275,2008-07-10 13:58:58,41
1215698339275,2008-07-10 13:58:59,37
1215698340275,2008-07-10 13:59:00,40
1215698341283,2008-07-10 13:59:01,42
1215698342306,2008-07-10 13:59:02,40
1215698343307,2008-07-10 13:59:03,44
1215698344337,2008-07-10 13:59:04,40
1215698345337,2008-07-10 13:59:05,40
1215698346337,2008-07-10 13:59:06,43
1215698347337,2008-07-10 13:59:07,44
1215698348337,2008-07-10 13:59:08,40
1215698349338,2008-07-10 13:59:09,43
1215698350354,2008-07-10 13:59:10,40
1215698351384,2008-07-10 13:59:11,41
1215698352386,2008-07-10 13:59:12,40
1215698353400,2008-07-10 13:59:13,40
1215698354400,2008-07-10 13:59:14,39
1215698355416,2008-07-10 13:59:15,39
1215698356416,2008-07-10 13:59:16,40
1215698357417,2008-07-10 13:59:17,37
1215698358431,2008-07-10 13:59:18,42
1215698359447,2008-07-10 13:59:19,37
1215698360448,2008-07-10 13:59:20,43
1215698361478,2008-07-10 13:59:21,41
1215698362478,2008-07-10 13:59:22,39
1215698363495,2008-07-10 13:59:23,40
1215698364510,2008-07-10 13:59:24,41
1215698365510,2008-07-10 13:59:25,43
1215698366525,2008-07-10 13:59:26,40
1215698367526,2008-07-10 13:59:27,43
1215698368540,2008-07-10 13:59:28,38
1215698369542,2008-07-10 13:59:29,44
1215698370556,2008-07-10 13:59:30,35
1215698371557,2008-07-10 13:59:31,42
1215698372567,2008-07-10 13:59:32,37
1215698373572,2008-07-10 13:59:33,43
1215698374585,2008-07-10 13:59:34,41
1215698375635,2008-07-10 13:59:35,40
1215698376636,2008-07-10 13:59:36,44
1215698377650,2008-07-10 13:59:37,41
1215698378651,2008-07-10 13:59:38,41
1215698379682,2008-07-10 13:59:39,41
1215698380691,2008-07-10 13:59:40,48
1215698381697,2008-07-10 13:59:41,40
1215698382698,2008-07-10 13:59:42,43
1215698383712,2008-07-10 13:59:43,40
1215698384712,2008-07-10 13:59:44,44
1215698385713,2008-07-10 13:59:45,41
1215698386729,2008-07-10 13:59:46,43
1215698387729,2008-07-10 13:59:47,45
1215698388729,2008-07-10 13:59:48,41
1215698389746,2008-07-10 13:59:49,41
1215698390760,2008-07-10 13:59:50,42
1215698391760,2008-07-10 13:59:51,44
1215698392776,2008-07-10 13:59:52,42
1215698393791,2008-07-10 13:59:53,44
1215698394791,2008-07-10 13:59:54,42
1215698395807,2008-07-10 13:59:55,44
1215698396807,2008-07-10 13:59:56,42
1215698397823,2008-07-10 13:59:57,43
1215698398837,2008-07-10 13:59:58,42
1215698399857,2008-07-10 13:59:59,44
1215698400869,2008-07-10 14:00:00,41
1215698401870,2008-07-10 14:00:01,45
1215698402885,2008-07-10 14:00:02,42
1215698403885,2008-07-10 14:00:03,42
1215698404900,2008-07-10 14:00:04,41
1215698405903,2008-07-10 14:00:05,39
1215698406917,2008-07-10 14:00:06,40
1215698407932,2008-07-10 14:00:07,39
1215698408948,2008-07-10 14:00:08,38
1215698409963,2008-07-10 14:00:09,41
1215698410979,2008-07-10 14:00:10,40
1215698411995,2008-07-10 14:00:11,37
1215698412995,2008-07-10 14:00:12,42
1215698414010,2008-07-10 14:00:14,41
1215698415026,2008-07-10 14:00:15,42
1215698416042,2008-07-10 14:00:16,39
1215698417042,2008-07-10 14:00:17,30
1215698418042,2008-07-10 14:00:18,35
1215698419042,2008-07-10 14:00:19,36
1215698420057,2008-07-10 14:00:20,38
1215698421057,2008-07-10 14:00:21,39
1215698422073,2008-07-10 14:00:22,43
1215698423073,2008-07-10 14:00:23,41
1215698424167,2008-07-10 14:00:24,43
1215698425183,2008-07-10 14:00:25,43
1215698426213,2008-07-10 14:00:26,40
1215698427230,2008-07-10 14:00:27,40
1215698428230,2008-07-10 14:00:28,38
1215698429245,2008-07-10 14:00:29,36
1215698430260,2008-07-10 14:00:30,44
1215698431260,2008-07-10 14:00:31,43
1215698432276,2008-07-10 14:00:32,43
1215698433294,2008-07-10 14:00:33,44
1215698434308,2008-07-10 14:00:34,43
1215698435323,2008-07-10 14:00:35,41
1215698436338,2008-07-10 14:00:36,40
1215698437354,2008-07-10 14:00:37,41
1215698438355,2008-07-10 14:00:38,39
1215698439370,2008-07-10 14:00:39,40
1215698440370,2008-07-10 14:00:40,40
1215698441401,2008-07-10 14:00:41,43
1215698442419,2008-07-10 14:00:42,43
1215698443449,2008-07-10 14:00:43,43
1215698444449,2008-07-10 14:00:44,43
1215698445463,2008-07-10 14:00:45,42
1215698446463,2008-07-10 14:00:46,40
1215698447463,2008-07-10 14:00:47,42
1215698448463,2008-07-10 14:00:48,43
1215698449480,2008-07-10 14:00:49,42
1215698450495,2008-07-10 14:00:50,42
1215698451496,2008-07-10 14:00:51,42
1215698452526,2008-07-10 14:00:52,45
1215698453526,2008-07-10 14:00:53,41
1215698454527,2008-07-10 14:00:54,44
1215698455527,2008-07-10 14:00:55,42
1215698456542,2008-07-10 14:00:56,45
1215698457543,2008-07-10 14:00:57,37
1215698458543,2008-07-10 14:00:58,44
1215698459543,2008-07-10 14:00:59,41
1215698460543,2008-07-10 14:01:00,41
1215698461573,2008-07-10 14:01:01,45
1215698462584,2008-07-10 14:01:02,39
1215698463589,2008-07-10 14:01:03,44
1215698464590,2008-07-10 14:01:04,41
1215698465604,2008-07-10 14:01:05,44
1215698466605,2008-07-10 14:01:06,41
1215698467605,2008-07-10 14:01:07,43
1215698468668,2008-07-10 14:01:08,40
1215698469699,2008-07-10 14:01:09,46
1215698470714,2008-07-10 14:01:10,41
1215698471717,2008-07-10 14:01:11,44
1215698472746,2008-07-10 14:01:12,44
1215698473748,2008-07-10 14:01:13,42
1215698474761,2008-07-10 14:01:14,44
1215698475761,2008-07-10 14:01:15,41
1215698476761,2008-07-10 14:01:16,42
1215698477761,2008-07-10 14:01:17,41
1215698478761,2008-07-10 14:01:18,43
1215698479777,2008-07-10 14:01:19,41
1215698480793,2008-07-10 14:01:20,44
1215698481808,2008-07-10 14:01:21,42
1215698482824,2008-07-10 14:01:22,45
1215698483824,2008-07-10 14:01:23,43
1215698484824,2008-07-10 14:01:24,42
1215698485824,2008-07-10 14:01:25,44
1215698486839,2008-07-10 14:01:26,42
1215698487839,2008-07-10 14:01:27,45
1215698488839,2008-07-10 14:01:28,43
1215698489855,2008-07-10 14:01:29,40
1215698490856,2008-07-10 14:01:30,44
1215698491886,2008-07-10 14:01:31,44
1215698492890,2008-07-10 14:01:32,42
1215698493918,2008-07-10 14:01:33,44
1215698494918,2008-07-10 14:01:34,41
1215698495918,2008-07-10 14:01:35,44
1215698496918,2008-07-10 14:01:36,41
1215698497919,2008-07-10 14:01:37,36
1215698498933,2008-07-10 14:01:38,39
1215698499933,2008-07-10 14:01:39,35
1215698500933,2008-07-10 14:01:40,37
1215698501934,2008-07-10 14:01:41,41
1215698502949,2008-07-10 14:01:42,42
1215698503952,2008-07-10 14:01:43,40
1215698504952,2008-07-10 14:01:44,42
1215698505965,2008-07-10 14:01:45,38
1215698506965,2008-07-10 14:01:46,42
1215698507965,2008-07-10 14:01:47,40
1215698508965,2008-07-10 14:01:48,37
1215698509965,2008-07-10 14:01:49,40
1215698510980,2008-07-10 14:01:50,41
1215698511981,2008-07-10 14:01:51,39
1215698512982,2008-07-10 14:01:52,43
1215698513997,2008-07-10 14:01:53,41
1215698515011,2008-07-10 14:01:55,41
1215698516012,2008-07-10 14:01:56,44
1215698517012,2008-07-10 14:01:57,40
1215698518027,2008-07-10 14:01:58,44
1215698519027,2008-07-10 14:01:59,41
1215698520028,2008-07-10 14:02:00,40
1215698521028,2008-07-10 14:02:01,41
1215698522030,2008-07-10 14:02:02,39
1215698523043,2008-07-10 14:02:03,42
1215698524044,2008-07-10 14:02:04,42
1215698525044,2008-07-10 14:02:05,42
1215698526059,2008-07-10 14:02:06,37
1215698527074,2008-07-10 14:02:07,44
1215698528075,2008-07-10 14:02:08,39
1215698529075,2008-07-10 14:02:09,39
1215698530075,2008-07-10 14:02:10,40
1215698531122,2008-07-10 14:02:11,44
1215698532137,2008-07-10 14:02:12,42
1215698533137,2008-07-10 14:02:13,45
1215698534137,2008-07-10 14:02:14,41
1215698535137,2008-07-10 14:02:15,43
1215698536200,2008-07-10 14:02:16,40
1215698537231,2008-07-10 14:02:17,42
1215698538247,2008-07-10 14:02:18,49
1215698539247,2008-07-10 14:02:19,41
1215698540247,2008-07-10 14:02:20,44
1215698541262,2008-07-10 14:02:21,42
1215698542262,2008-07-10 14:02:22,45
1215698543262,2008-07-10 14:02:23,41
1215698544262,2008-07-10 14:02:24,44
1215698545262,2008-07-10 14:02:25,42
1215698546262,2008-07-10 14:02:26,43
1215698547262,2008-07-10 14:02:27,43
1215698548278,2008-07-10 14:02:28,41
1215698549294,2008-07-10 14:02:29,44
1215698550310,2008-07-10 14:02:30,41
1215698551325,2008-07-10 14:02:31,43
1215698552340,2008-07-10 14:02:32,41
1215698553340,2008-07-10 14:02:33,42
1215698554341,2008-07-10 14:02:34,42
1215698555341,2008-07-10 14:02:35,41
1215698556356,2008-07-10 14:02:36,42
1215698557387,2008-07-10 14:02:37,45
1215698558387,2008-07-10 14:02:38,41
1215698559404,2008-07-10 14:02:39,42
1215698560419,2008-07-10 14:02:40,43
1215698561450,2008-07-10 14:02:41,42
1215698562451,2008-07-10 14:02:42,42
1215698563465,2008-07-10 14:02:43,42
1215698564481,2008-07-10 14:02:44,45
1215698565482,2008-07-10 14:02:45,39
1215698566482,2008-07-10 14:02:46,43
1215698567497,2008-07-10 14:02:47,39
1215698568498,2008-07-10 14:02:48,44
1215698569498,2008-07-10 14:02:49,41
1215698570498,2008-07-10 14:02:50,43
1215698571498,2008-07-10 14:02:51,41
1215698572529,2008-07-10 14:02:52,44
1215698573529,2008-07-10 14:02:53,43
1215698574529,2008-07-10 14:02:54,42
1215698575545,2008-07-10 14:02:55,45
1215698576560,2008-07-10 14:02:56,41
1215698577590,2008-07-10 14:02:57,46
1215698578591,2008-07-10 14:02:58,40
1215698579623,2008-07-10 14:02:59,43
1215698580638,2008-07-10 14:03:00,38
1215698581638,2008-07-10 14:03:01,41
1215698582654,2008-07-10 14:03:02,40
1215698583669,2008-07-10 14:03:03,41
1215698584685,2008-07-10 14:03:04,37
1215698585701,2008-07-10 14:03:05,44
1215698586716,2008-07-10 14:03:06,39
1215698587732,2008-07-10 14:03:07,40
1215698588732,2008-07-10 14:03:08,42
1215698589757,2008-07-10 14:03:09,37
1215698590763,2008-07-10 14:03:10,44
1215698591779,2008-07-10 14:03:11,40
1215698592779,2008-07-10 14:03:12,40
1215698593795,2008-07-10 14:03:13,41
1215698594795,2008-07-10 14:03:14,44
1215698595812,2008-07-10 14:03:15,40
1215698596826,2008-07-10 14:03:16,45
1215698597826,2008-07-10 14:03:17,42
1215698598841,2008-07-10 14:03:18,43
1215698599857,2008-07-10 14:03:19,40
1215698600860,2008-07-10 14:03:20,43
1215698601873,2008-07-10 14:03:21,42
1215698602875,2008-07-10 14:03:22,41
1215698603889,2008-07-10 14:03:23,43
1215698604904,2008-07-10 14:03:24,40
1215698605920,2008-07-10 14:03:25,42
1215698606920,2008-07-10 14:03:26,40
1215698607935,2008-07-10 14:03:27,42
1215698608935,2008-07-10 14:03:28,40
1215698609935,2008-07-10 14:03:29,42
1215698610935,2008-07-10 14:03:30,38
1215698611952,2008-07-10 14:03:31,42
1215698612966,2008-07-10 14:03:32,42
1215698613966,2008-07-10 14:03:33,41
1215698614987,2008-07-10 14:03:34,42
1215698616017,2008-07-10 14:03:36,41
1215698617030,2008-07-10 14:03:37,41
1215698618046,2008-07-10 14:03:38,43
1215698619061,2008-07-10 14:03:39,44
1215698620077,2008-07-10 14:03:40,38
1215698621170,2008-07-10 14:03:41,42
1215698622170,2008-07-10 14:03:42,45
1215698623171,2008-07-10 14:03:43,43
1215698624185,2008-07-10 14:03:44,44
1215698625216,2008-07-10 14:03:45,43
1215698626233,2008-07-10 14:03:46,44
1215698627249,2008-07-10 14:03:47,42
1215698628264,2008-07-10 14:03:48,44
1215698629279,2008-07-10 14:03:49,41
1215698630296,2008-07-10 14:03:50,43
1215698631311,2008-07-10 14:03:51,42
1215698632327,2008-07-10 14:03:52,40
1215698633341,2008-07-10 14:03:53,42
1215698634358,2008-07-10 14:03:54,42
1215698635374,2008-07-10 14:03:55,42
1215698636420,2008-07-10 14:03:56,42
1215698637421,2008-07-10 14:03:57,43
1215698638436,2008-07-10 14:03:58,43
1215698639452,2008-07-10 14:03:59,39
1215698640454,2008-07-10 14:04:00,40
1215698641467,2008-07-10 14:04:01,42
1215698642486,2008-07-10 14:04:02,43
1215698643499,2008-07-10 14:04:03,42
1215698644514,2008-07-10 14:04:04,41
1215698645514,2008-07-10 14:04:05,45
1215698646548,2008-07-10 14:04:06,39
1215698647561,2008-07-10 14:04:07,45
1215698648561,2008-07-10 14:04:08,40
1215698649577,2008-07-10 14:04:09,45
1215698650671,2008-07-10 14:04:10,43
1215698651703,2008-07-10 14:04:11,41
1215698652737,2008-07-10 14:04:12,46
1215698653749,2008-07-10 14:04:13,42
1215698654764,2008-07-10 14:04:14,43
1215698655780,2008-07-10 14:04:15,42
1215698656793,2008-07-10 14:04:16,44
1215698657796,2008-07-10 14:04:17,41
1215698658796,2008-07-10 14:04:18,42
1215698659812,2008-07-10 14:04:19,40
1215698660827,2008-07-10 14:04:20,45
1215698661843,2008-07-10 14:04:21,39
1215698662859,2008-07-10 14:04:22,45
1215698663860,2008-07-10 14:04:23,36
1215698664890,2008-07-10 14:04:24,41
1215698666246,2008-07-10 14:04:26,40
1215698667389,2008-07-10 14:04:27,52
1215698668406,2008-07-10 14:04:28,45
1215698669421,2008-07-10 14:04:29,40
1215698670547,2008-07-10 14:04:30,38
1215698671561,2008-07-10 14:04:31,43
1215698672578,2008-07-10 14:04:32,39
1215698673671,2008-07-10 14:04:33,38
1215698674702,2008-07-10 14:04:34,42
1215698675717,2008-07-10 14:04:35,41
1215698676717,2008-07-10 14:04:36,40
1215698677718,2008-07-10 14:04:37,33
1215698678748,2008-07-10 14:04:38,41
1215698679764,2008-07-10 14:04:39,39
1215698680813,2008-07-10 14:04:40,40
1215698681828,2008-07-10 14:04:41,42
1215698682843,2008-07-10 14:04:42,44
1215698683858,2008-07-10 14:04:43,37
1215698684859,2008-07-10 14:04:44,45
1215698685874,2008-07-10 14:04:45,36
1215698686890,2008-07-10 14:04:46,42
1215698687905,2008-07-10 14:04:47,41
1215698688937,2008-07-10 14:04:48,44
1215698689952,2008-07-10 14:04:49,42
1215698691031,2008-07-10 14:04:51,37
1215698692031,2008-07-10 14:04:52,47
1215698693047,2008-07-10 14:04:53,38
1215698694061,2008-07-10 14:04:54,43
1215698695155,2008-07-10 14:04:55,39
1215698696203,2008-07-10 14:04:56,46
1215698697218,2008-07-10 14:04:57,44
1215698698234,2008-07-10 14:04:58,45
1215698699250,2008-07-10 14:04:59,42
1215698700264,2008-07-10 14:05:00,44
1215698701281,2008-07-10 14:05:01,41
1215698702311,2008-07-10 14:05:02,44
1215698703328,2008-07-10 14:05:03,41
1215698704343,2008-07-10 14:05:04,43
1215698705359,2008-07-10 14:05:05,42
1215698706390,2008-07-10 14:05:06,43
1215698707390,2008-07-10 14:05:07,43
1215698708407,2008-07-10 14:05:08,42
1215698709422,2008-07-10 14:05:09,43
1215698710437,2008-07-10 14:05:10,42
1215698711452,2008-07-10 14:05:11,44
1215698712468,2008-07-10 14:05:12,42
1215698713484,2008-07-10 14:05:13,43
1215698714499,2008-07-10 14:05:14,41
1215698715514,2008-07-10 14:05:15,45
1215698716531,2008-07-10 14:05:16,42
1215698717547,2008-07-10 14:05:17,44
1215698718562,2008-07-10 14:05:18,43
1215698719578,2008-07-10 14:05:19,45
1215698720672,2008-07-10 14:05:20,42
1215698721672,2008-07-10 14:05:21,47
1215698722672,2008-07-10 14:05:22,43
1215698723703,2008-07-10 14:05:23,43
1215698724734,2008-07-10 14:05:24,43
1215698725750,2008-07-10 14:05:25,43
1215698726765,2008-07-10 14:05:26,45
1215698727781,2008-07-10 14:05:27,41
1215698728797,2008-07-10 14:05:28,45
1215698729797,2008-07-10 14:05:29,40
1215698730812,2008-07-10 14:05:30,44
1215698731812,2008-07-10 14:05:31,40
1215698732812,2008-07-10 14:05:32,43
1215698733812,2008-07-10 14:05:33,42
1215698734828,2008-07-10 14:05:34,41
1215698735843,2008-07-10 14:05:35,44
1215698736859,2008-07-10 14:05:36,41
1215698737875,2008-07-10 14:05:37,44
1215698738894,2008-07-10 14:05:38,40
1215698739907,2008-07-10 14:05:39,43
1215698740937,2008-07-10 14:05:40,39
1215698741953,2008-07-10 14:05:41,42
1215698742963,2008-07-10 14:05:42,39
1215698743968,2008-07-10 14:05:43,45
1215698744969,2008-07-10 14:05:44,43
1215698745984,2008-07-10 14:05:45,41
1215698747000,2008-07-10 14:05:47,38
1215698748001,2008-07-10 14:05:48,38
1215698749016,2008-07-10 14:05:49,36
1215698750031,2008-07-10 14:05:50,37
1215698751296,2008-07-10 14:05:51,40
1215698752297,2008-07-10 14:05:52,51
1215698753313,2008-07-10 14:05:53,40
1215698754328,2008-07-10 14:05:54,41
1215698755328,2008-07-10 14:05:55,44
1215698756343,2008-07-10 14:05:56,38
1215698757359,2008-07-10 14:05:57,41
1215698758391,2008-07-10 14:05:58,39
1215698759406,2008-07-10 14:05:59,42
1215698760423,2008-07-10 14:06:00,41
1215698761437,2008-07-10 14:06:01,43
1215698762438,2008-07-10 14:06:02,41
1215698763454,2008-07-10 14:06:03,42
1215698764468,2008-07-10 14:06:04,43
1215698765487,2008-07-10 14:06:05,42
1215698766501,2008-07-10 14:06:06,41
1215698767516,2008-07-10 14:06:07,38
1215698768532,2008-07-10 14:06:08,44
1215698769552,2008-07-10 14:06:09,35
1215698770562,2008-07-10 14:06:10,39
1215698771579,2008-07-10 14:06:11,41
1215698772579,2008-07-10 14:06:12,43
1215698773625,2008-07-10 14:06:13,34
1215698774703,2008-07-10 14:06:14,45
1215698775724,2008-07-10 14:06:15,41
1215698776735,2008-07-10 14:06:16,41
1215698777751,2008-07-10 14:06:17,40
1215698778766,2008-07-10 14:06:18,39
1215698779782,2008-07-10 14:06:19,44
1215698780797,2008-07-10 14:06:20,42
1215698781813,2008-07-10 14:06:21,42
1215698782829,2008-07-10 14:06:22,43
1215698783859,2008-07-10 14:06:23,43
1215698784860,2008-07-10 14:06:24,41
1215698785876,2008-07-10 14:06:25,45
1215698786890,2008-07-10 14:06:26,41
1215698787907,2008-07-10 14:06:27,44
1215698788922,2008-07-10 14:06:28,40
1215698789938,2008-07-10 14:06:29,44
1215698790938,2008-07-10 14:06:30,38
1215698791954,2008-07-10 14:06:31,42
1215698792955,2008-07-10 14:06:32,41
1215698793984,2008-07-10 14:06:33,45
1215698794985,2008-07-10 14:06:34,42
1215698796000,2008-07-10 14:06:36,41
1215698797016,2008-07-10 14:06:37,42
1215698798031,2008-07-10 14:06:38,40
1215698799048,2008-07-10 14:06:39,44
1215698800048,2008-07-10 14:06:40,41
1215698801063,2008-07-10 14:06:41,44
1215698802188,2008-07-10 14:06:42,41
1215698803219,2008-07-10 14:06:43,50
1215698804219,2008-07-10 14:06:44,41
1215698805235,2008-07-10 14:06:45,43
1215698806251,2008-07-10 14:06:46,42
1215698807266,2008-07-10 14:06:47,45
1215698808266,2008-07-10 14:06:48,39
1215698809266,2008-07-10 14:06:49,42
1215698810298,2008-07-10 14:06:50,42
1215698811485,2008-07-10 14:06:51,40
1215698812501,2008-07-10 14:06:52,50
1215698813516,2008-07-10 14:06:53,42
1215698814516,2008-07-10 14:06:54,43
1215698815532,2008-07-10 14:06:55,44
1215698816532,2008-07-10 14:06:56,42
1215698817548,2008-07-10 14:06:57,42
1215698818563,2008-07-10 14:06:58,45
1215698819563,2008-07-10 14:06:59,41
1215698820689,2008-07-10 14:07:00,42
1215698821704,2008-07-10 14:07:01,48
1215698822719,2008-07-10 14:07:02,40
1215698823735,2008-07-10 14:07:03,42
1215698824751,2008-07-10 14:07:04,45
1215698825751,2008-07-10 14:07:05,42
1215698826751,2008-07-10 14:07:06,42
1215698827766,2008-07-10 14:07:07,42
1215698828783,2008-07-10 14:07:08,38
1215698829813,2008-07-10 14:07:09,37
1215698830844,2008-07-10 14:07:10,39
1215698831860,2008-07-10 14:07:11,41
1215698832877,2008-07-10 14:07:12,40
1215698833891,2008-07-10 14:07:13,38
1215698834923,2008-07-10 14:07:14,36
1215698835924,2008-07-10 14:07:15,42
1215698836954,2008-07-10 14:07:16,39
1215698837955,2008-07-10 14:07:17,40
1215698838985,2008-07-10 14:07:18,43
1215698840002,2008-07-10 14:07:20,42
1215698841003,2008-07-10 14:07:21,41
1215698842016,2008-07-10 14:07:22,42
1215698843033,2008-07-10 14:07:23,39
1215698844048,2008-07-10 14:07:24,42
1215698845064,2008-07-10 14:07:25,42
1215698846080,2008-07-10 14:07:26,41
1215698847107,2008-07-10 14:07:27,43
1215698848111,2008-07-10 14:07:28,40
1215698849173,2008-07-10 14:07:29,41
1215698850174,2008-07-10 14:07:30,37
1215698851205,2008-07-10 14:07:31,44
1215698852219,2008-07-10 14:07:32,39
1215698853235,2008-07-10 14:07:33,41
1215698854251,2008-07-10 14:07:34,41
1215698855267,2008-07-10 14:07:35,40
1215698856282,2008-07-10 14:07:36,40
1215698857299,2008-07-10 14:07:37,39
1215698858314,2008-07-10 14:07:38,39
1215698859314,2008-07-10 14:07:39,43
1215698860329,2008-07-10 14:07:40,41
1215698861330,2008-07-10 14:07:41,36
1215698862347,2008-07-10 14:07:42,41
1215698863361,2008-07-10 14:07:43,43
1215698864377,2008-07-10 14:07:44,42
1215698865392,2008-07-10 14:07:45,40
1215698866408,2008-07-10 14:07:46,45
1215698867408,2008-07-10 14:07:47,41
1215698868408,2008-07-10 14:07:48,44
1215698869408,2008-07-10 14:07:49,41
1215698870425,2008-07-10 14:07:50,44
1215698871698,2008-07-10 14:07:51,43
1215698872705,2008-07-10 14:07:52,53
1215698873720,2008-07-10 14:07:53,43
1215698874752,2008-07-10 14:07:54,41
1215698875767,2008-07-10 14:07:55,43
1215698876782,2008-07-10 14:07:56,41
1215698877783,2008-07-10 14:07:57,42
1215698878814,2008-07-10 14:07:58,40
1215698879830,2008-07-10 14:07:59,45
1215698880844,2008-07-10 14:08:00,42
1215698881861,2008-07-10 14:08:01,43
1215698882876,2008-07-10 14:08:02,42
1215698883892,2008-07-10 14:08:03,42
1215698884892,2008-07-10 14:08:04,41
1215698885892,2008-07-10 14:08:05,43
1215698886923,2008-07-10 14:08:06,43
1215698887928,2008-07-10 14:08:07,42
1215698888939,2008-07-10 14:08:08,40
1215698889939,2008-07-10 14:08:09,41
1215698890955,2008-07-10 14:08:10,42
1215698891970,2008-07-10 14:08:11,44
1215698892986,2008-07-10 14:08:12,44
1215698894003,2008-07-10 14:08:14,42
1215698895033,2008-07-10 14:08:15,45
1215698896033,2008-07-10 14:08:16,42
1215698897033,2008-07-10 14:08:17,43
1215698898033,2008-07-10 14:08:18,40
1215698899049,2008-07-10 14:08:19,43
1215698900064,2008-07-10 14:08:20,41
1215698901080,2008-07-10 14:08:21,45
1215698902174,2008-07-10 14:08:22,40
1215698903205,2008-07-10 14:08:23,48
1215698904220,2008-07-10 14:08:24,42
1215698905252,2008-07-10 14:08:25,45
1215698906267,2008-07-10 14:08:26,42
1215698907284,2008-07-10 14:08:27,44
1215698908299,2008-07-10 14:08:28,44
1215698909315,2008-07-10 14:08:29,40
1215698910345,2008-07-10 14:08:30,46
1215698911345,2008-07-10 14:08:31,38
1215698912361,2008-07-10 14:08:32,43
1215698913361,2008-07-10 14:08:33,38
1215698914362,2008-07-10 14:08:34,37
1215698915377,2008-07-10 14:08:35,40
1215698916409,2008-07-10 14:08:36,40
1215698917425,2008-07-10 14:08:37,39
1215698918439,2008-07-10 14:08:38,35
1215698919455,2008-07-10 14:08:39,42
1215698920470,2008-07-10 14:08:40,38
1215698921486,2008-07-10 14:08:41,43
1215698922502,2008-07-10 14:08:42,38
1215698923518,2008-07-10 14:08:43,34
1215698924534,2008-07-10 14:08:44,40
1215698925549,2008-07-10 14:08:45,40
1215698926565,2008-07-10 14:08:46,42
1215698927581,2008-07-10 14:08:47,44
1215698928581,2008-07-10 14:08:48,38
1215698929627,2008-07-10 14:08:49,43
1215698930705,2008-07-10 14:08:50,42
1215698931893,2008-07-10 14:08:51,42
1215698932925,2008-07-10 14:08:52,50
1215698933940,2008-07-10 14:08:53,41
