UnixTimeStamp,TimeStamp,ZephyrHeart Rate Data,ZephyrRES - Respiration Rate Data,ZephyrPOS - Posture Data,ZephyrACC - Activity Data
1215696984579,7/10/2008 13:36,,,,
1215696985611,7/10/2008 13:36,,,,
1215696986626,7/10/2008 13:36,,,,
1215696987704,7/10/2008 13:36,,,,
1215696988720,7/10/2008 13:36,,,,
1215696989745,7/10/2008 13:36,,,,
1215696990745,7/10/2008 13:36,,,,
1215696991745,7/10/2008 13:36,,,,
1215696992761,7/10/2008 13:36,,,,
1215696993761,7/10/2008 13:36,,,,
1215696994761,7/10/2008 13:36,,,,
1215696995761,7/10/2008 13:36,,,,
1215696996761,7/10/2008 13:36,,,,
1215696997761,7/10/2008 13:36,,,,
1215696998777,7/10/2008 13:36,,,,
1215696999793,7/10/2008 13:36,,,,
1215697000809,7/10/2008 13:36,,,,
1215697001809,7/10/2008 13:36,,,,
1215697002809,7/10/2008 13:36,,,,
1215697003809,7/10/2008 13:36,,,,
1215697004823,7/10/2008 13:36,,,,
1215697005823,7/10/2008 13:36,,,,
1215697006823,7/10/2008 13:36,,,,
1215697007824,7/10/2008 13:36,,,,
1215697008824,7/10/2008 13:36,,,,
1215697009840,7/10/2008 13:36,,,,
1215697010871,7/10/2008 13:36,,,,
1215697011871,7/10/2008 13:36,,,,
1215697012871,7/10/2008 13:36,,,,
1215697013871,7/10/2008 13:36,,,,
1215697014871,7/10/2008 13:36,,,,
1215697015871,7/10/2008 13:36,,,,
1215697016879,7/10/2008 13:36,,,,
1215697017895,7/10/2008 13:36,,,,
1215697018926,7/10/2008 13:36,,,,
1215697019933,7/10/2008 13:36,,,,
1215697020948,7/10/2008 13:37,,,,
1215697021948,7/10/2008 13:37,,,,
1215697022948,7/10/2008 13:37,,,,
1215697023948,7/10/2008 13:37,,,,
1215697024948,7/10/2008 13:37,,,,
1215697025948,7/10/2008 13:37,,,,
1215697026948,7/10/2008 13:37,,,,
1215697027948,7/10/2008 13:37,,,,
1215697028949,7/10/2008 13:37,,,,
1215697029949,7/10/2008 13:37,,,,
1215697030949,7/10/2008 13:37,,,,
1215697031949,7/10/2008 13:37,,,,
1215697032949,7/10/2008 13:37,,,,
1215697033949,7/10/2008 13:37,,,,
1215697034949,7/10/2008 13:37,,,,
1215697035949,7/10/2008 13:37,,,,
1215697036964,7/10/2008 13:37,,,,
1215697037964,7/10/2008 13:37,,,,
1215697038980,7/10/2008 13:37,,,,
1215697040012,7/10/2008 13:37,,,,
1215697041012,7/10/2008 13:37,,,,
1215697042012,7/10/2008 13:37,,,,
1215697043012,7/10/2008 13:37,,,,
1215697044027,7/10/2008 13:37,,,,
1215697045042,7/10/2008 13:37,,,,
1215697046073,7/10/2008 13:37,,,,
1215697047089,7/10/2008 13:37,,,,
1215697048089,7/10/2008 13:37,,,,
1215697049105,7/10/2008 13:37,,,,
1215697050106,7/10/2008 13:37,,,,
1215697051278,7/10/2008 13:37,,,,
1215697052293,7/10/2008 13:37,,,,
1215697053309,7/10/2008 13:37,,,,
1215697054309,7/10/2008 13:37,,,,
1215697055309,7/10/2008 13:37,,,,
1215697056309,7/10/2008 13:37,,,,
1215697057340,7/10/2008 13:37,,,,
1215697058340,7/10/2008 13:37,,,,
1215697059356,7/10/2008 13:37,,,,
1215697060356,7/10/2008 13:37,,,,
1215697061377,7/10/2008 13:37,,,,
1215697062377,7/10/2008 13:37,,,,
1215697063377,7/10/2008 13:37,,,,
1215697064387,7/10/2008 13:37,,,,
1215697065387,7/10/2008 13:37,,,,
1215697066387,7/10/2008 13:37,,,,
1215697067387,7/10/2008 13:37,,,,
1215697068387,7/10/2008 13:37,,,,
1215697069393,7/10/2008 13:37,,,,
1215697070393,7/10/2008 13:37,,,,
1215697071393,7/10/2008 13:37,,,,
1215697072403,7/10/2008 13:37,,,,
1215697073403,7/10/2008 13:37,,,,
1215697074418,7/10/2008 13:37,,,,
1215697075419,7/10/2008 13:37,,,,
1215697076419,7/10/2008 13:37,,,,
1215697077434,7/10/2008 13:37,,,,
1215697078434,7/10/2008 13:37,,,,
1215697079434,7/10/2008 13:37,,,,
1215697080434,7/10/2008 13:38,,,,
1215697081548,7/10/2008 13:38,,,,
1215697082564,7/10/2008 13:38,,,,
1215697083574,7/10/2008 13:38,,,,
1215697084594,7/10/2008 13:38,,,,
1215697085610,7/10/2008 13:38,,,,
1215697086622,7/10/2008 13:38,,,,
1215697087637,7/10/2008 13:38,,,,
1215697088653,7/10/2008 13:38,,,,
1215697089654,7/10/2008 13:38,,,,
1215697090669,7/10/2008 13:38,,,,
1215697091669,7/10/2008 13:38,,,,
1215697092685,7/10/2008 13:38,,,,
1215697093699,7/10/2008 13:38,,,,
1215697094715,7/10/2008 13:38,,,,
1215697095717,7/10/2008 13:38,,,,
1215697096733,7/10/2008 13:38,,,,
1215697097747,7/10/2008 13:38,,,,
1215697098763,7/10/2008 13:38,,,,
1215697099778,7/10/2008 13:38,,,,
1215697100794,7/10/2008 13:38,,,,
1215697101810,7/10/2008 13:38,,,,
1215697102824,7/10/2008 13:38,,,,
1215697103825,7/10/2008 13:38,,,,
1215697104825,7/10/2008 13:38,,,,
1215697105856,7/10/2008 13:38,,,,
1215697106857,7/10/2008 13:38,,,,
1215697107871,7/10/2008 13:38,,,,
1215697108887,7/10/2008 13:38,,,,
1215697109888,7/10/2008 13:38,,,,
1215697110888,7/10/2008 13:38,,,,
1215697111903,7/10/2008 13:38,,,,
1215697112904,7/10/2008 13:38,,,,
1215697113922,7/10/2008 13:38,,,,
1215697114922,7/10/2008 13:38,,,,
1215697115950,7/10/2008 13:38,,,,
1215697116950,7/10/2008 13:38,,,,
1215697117950,7/10/2008 13:38,,,,
1215697118966,7/10/2008 13:38,,,,
1215697119982,7/10/2008 13:38,,,,
1215697120997,7/10/2008 13:38,,,,
1215697122012,7/10/2008 13:38,,,,
1215697123028,7/10/2008 13:38,,,,
1215697124029,7/10/2008 13:38,,,,
1215697125043,7/10/2008 13:38,,,,
1215697126059,7/10/2008 13:38,,,,
1215697127075,7/10/2008 13:38,,,,
1215697128075,7/10/2008 13:38,,,,
1215697129091,7/10/2008 13:38,,,,
1215697130107,7/10/2008 13:38,,,,
1215697131107,7/10/2008 13:38,,,,
1215697132125,7/10/2008 13:38,,,,
1215697133125,7/10/2008 13:38,,,,
1215697134138,7/10/2008 13:38,,,,
1215697135154,7/10/2008 13:38,,,,
1215697136169,7/10/2008 13:38,,,,
1215697137169,7/10/2008 13:38,,,,
1215697138169,7/10/2008 13:38,,,,
1215697139169,7/10/2008 13:38,,,,
1215697140169,7/10/2008 13:39,,,,
1215697141184,7/10/2008 13:39,,,,
1215697142184,7/10/2008 13:39,,,,
1215697143200,7/10/2008 13:39,,,,
1215697144215,7/10/2008 13:39,,,,
1215697145216,7/10/2008 13:39,,,,
1215697146232,7/10/2008 13:39,,,,
1215697147247,7/10/2008 13:39,,,,
1215697148263,7/10/2008 13:39,,,,
1215697149279,7/10/2008 13:39,,,,
1215697150279,7/10/2008 13:39,,,,
1215697151279,7/10/2008 13:39,,,,
1215697152279,7/10/2008 13:39,,,,
1215697153279,7/10/2008 13:39,,,,
1215697154294,7/10/2008 13:39,,,,
1215697155294,7/10/2008 13:39,,,,
1215697156294,7/10/2008 13:39,,,,
1215697157314,7/10/2008 13:39,,,,
1215697158314,7/10/2008 13:39,,,,
1215697159325,7/10/2008 13:39,,,,
1215697160325,7/10/2008 13:39,,,,
1215697161325,7/10/2008 13:39,,,,
1215697162345,7/10/2008 13:39,,,,
1215697163357,7/10/2008 13:39,,,,
1215697164357,7/10/2008 13:39,,,,
1215697165357,7/10/2008 13:39,,,,
1215697166404,7/10/2008 13:39,,,,
1215697167404,7/10/2008 13:39,,,,
1215697168419,7/10/2008 13:39,,,,
1215697169435,7/10/2008 13:39,,,,
1215697170435,7/10/2008 13:39,,,,
1215697171450,7/10/2008 13:39,,,,
1215697172475,7/10/2008 13:39,,,,
1215697173497,7/10/2008 13:39,,,,
1215697174497,7/10/2008 13:39,,,,
1215697175497,7/10/2008 13:39,,,,
1215697176513,7/10/2008 13:39,,,,
1215697177532,7/10/2008 13:39,,,,
1215697178544,7/10/2008 13:39,,,,
1215697179545,7/10/2008 13:39,,,,
1215697180545,7/10/2008 13:39,,,,
1215697181560,7/10/2008 13:39,,,,
1215697182560,7/10/2008 13:39,,,,
1215697183560,7/10/2008 13:39,,,,
1215697184560,7/10/2008 13:39,,,,
1215697185591,7/10/2008 13:39,,,,
1215697186591,7/10/2008 13:39,,,,
1215697187592,7/10/2008 13:39,,,,
1215697188607,7/10/2008 13:39,,,,
1215697189622,7/10/2008 13:39,,,,
1215697190639,7/10/2008 13:39,,,,
1215697191654,7/10/2008 13:39,,,,
1215697192669,7/10/2008 13:39,,,,
1215697193685,7/10/2008 13:39,,,,
1215697194716,7/10/2008 13:39,,,,
1215697195733,7/10/2008 13:39,,,,
1215697196733,7/10/2008 13:39,,,,
1215697197747,7/10/2008 13:39,,,,
1215697198747,7/10/2008 13:39,,,,
1215697199763,7/10/2008 13:39,,,,
1215697200764,7/10/2008 13:40,,,,
1215697201779,7/10/2008 13:40,,,,
1215697202780,7/10/2008 13:40,,,,
1215697203794,7/10/2008 13:40,,,,
1215697204811,7/10/2008 13:40,,,,
1215697205811,7/10/2008 13:40,,,,
1215697206825,7/10/2008 13:40,,,,
1215697207826,7/10/2008 13:40,,,,
1215697208826,7/10/2008 13:40,,,,
1215697209826,7/10/2008 13:40,,,,
1215697210842,7/10/2008 13:40,,,,
1215697211858,7/10/2008 13:40,,,,
1215697212858,7/10/2008 13:40,,,,
1215697213858,7/10/2008 13:40,,,,
1215697214888,7/10/2008 13:40,,,,
1215697215904,7/10/2008 13:40,,,,
1215697216904,7/10/2008 13:40,,,,
1215697217905,7/10/2008 13:40,,,,
1215697218920,7/10/2008 13:40,,,,
1215697219936,7/10/2008 13:40,,,,
1215697220936,7/10/2008 13:40,,,,
1215697221950,7/10/2008 13:40,,,,
1215697222967,7/10/2008 13:40,,,,
1215697223986,7/10/2008 13:40,,,,
1215697224986,7/10/2008 13:40,,,,
1215697225998,7/10/2008 13:40,,,,
1215697227014,7/10/2008 13:40,,,,
1215697228014,7/10/2008 13:40,,,,
1215697229014,7/10/2008 13:40,,,,
1215697230029,7/10/2008 13:40,,,,
1215697231029,7/10/2008 13:40,,,,
1215697232045,7/10/2008 13:40,,,,
1215697233060,7/10/2008 13:40,,,,
1215697234076,7/10/2008 13:40,,,,
1215697235092,7/10/2008 13:40,,,,
1215697236108,7/10/2008 13:40,,,,
1215697237108,7/10/2008 13:40,,,,
1215697238123,7/10/2008 13:40,,,,
1215697239139,7/10/2008 13:40,,,,
1215697240155,7/10/2008 13:40,,,,
1215697241155,7/10/2008 13:40,,,,
1215697242155,7/10/2008 13:40,,,,
1215697243155,7/10/2008 13:40,,,,
1215697244170,7/10/2008 13:40,,,,
1215697245170,7/10/2008 13:40,,,,
1215697246186,7/10/2008 13:40,,,,
1215697247311,7/10/2008 13:40,,,,
1215697248311,7/10/2008 13:40,,,,
1215697249311,7/10/2008 13:40,,,,
1215697250311,7/10/2008 13:40,,,,
1215697251311,7/10/2008 13:40,,,,
1215697252311,7/10/2008 13:40,,,,
1215697253311,7/10/2008 13:40,,,,
1215697254326,7/10/2008 13:40,,,,
1215697255342,7/10/2008 13:40,,,,
1215697256405,7/10/2008 13:40,,,,
1215697257405,7/10/2008 13:40,,,,
1215697258406,7/10/2008 13:40,,,,
1215697259436,7/10/2008 13:40,,,,
1215697260436,7/10/2008 13:41,,,,
1215697261437,7/10/2008 13:41,,,,
1215697262467,7/10/2008 13:41,,,,
1215697263468,7/10/2008 13:41,,,,
1215697264468,7/10/2008 13:41,,,,
1215697265483,7/10/2008 13:41,,,,
1215697266483,7/10/2008 13:41,,,,
1215697267483,7/10/2008 13:41,,,,
1215697268483,7/10/2008 13:41,,,,
1215697269483,7/10/2008 13:41,,,,
1215697270483,7/10/2008 13:41,,,,
1215697271498,7/10/2008 13:41,,,,
1215697272514,7/10/2008 13:41,,,,
1215697273515,7/10/2008 13:41,,,,
1215697274530,7/10/2008 13:41,,,,
1215697275533,7/10/2008 13:41,,,,
1215697276562,7/10/2008 13:41,,,,
1215697277593,7/10/2008 13:41,,,,
1215697278593,7/10/2008 13:41,,,,
1215697279608,7/10/2008 13:41,,,,
1215697280609,7/10/2008 13:41,,,,
1215697281623,7/10/2008 13:41,,,,
1215697282623,7/10/2008 13:41,,,,
1215697283623,7/10/2008 13:41,,,,
1215697284623,7/10/2008 13:41,,,,
1215697285624,7/10/2008 13:41,,,,
1215697286639,7/10/2008 13:41,,,,
1215697287639,7/10/2008 13:41,,,,
1215697288640,7/10/2008 13:41,,,,
1215697289655,7/10/2008 13:41,,,,
1215697290655,7/10/2008 13:41,,,,
1215697291656,7/10/2008 13:41,,,,
1215697292656,7/10/2008 13:41,,,,
1215697293671,7/10/2008 13:41,,,,
1215697294691,7/10/2008 13:41,,,,
1215697295706,7/10/2008 13:41,,,,
1215697296748,7/10/2008 13:41,,,,
1215697297764,7/10/2008 13:41,,,,
1215697298769,7/10/2008 13:41,,,,
1215697299781,7/10/2008 13:41,,,,
1215697300781,7/10/2008 13:41,,,,
1215697301811,7/10/2008 13:41,,,,
1215697302812,7/10/2008 13:41,,,,
1215697303812,7/10/2008 13:41,,,,
1215697304812,7/10/2008 13:41,,,,
1215697305827,7/10/2008 13:41,,,,
1215697306827,7/10/2008 13:41,,,,
1215697307827,7/10/2008 13:41,,,,
1215697308827,7/10/2008 13:41,,,,
1215697309827,7/10/2008 13:41,,,,
1215697310827,7/10/2008 13:41,,,,
1215697311827,7/10/2008 13:41,,,,
1215697312842,7/10/2008 13:41,,,,
1215697313842,7/10/2008 13:41,,,,
1215697314843,7/10/2008 13:41,,,,
1215697315843,7/10/2008 13:41,,,,
1215697316859,7/10/2008 13:41,,,,
1215697317859,7/10/2008 13:41,,,,
1215697318859,7/10/2008 13:41,,,,
1215697319862,7/10/2008 13:41,,,,
1215697320862,7/10/2008 13:42,,,,
1215697321890,7/10/2008 13:42,,,,
1215697322905,7/10/2008 13:42,,,,
1215697323906,7/10/2008 13:42,,,,
1215697324936,7/10/2008 13:42,,,,
1215697325937,7/10/2008 13:42,,,,
1215697326941,7/10/2008 13:42,,,,
1215697327941,7/10/2008 13:42,,,,
1215697328952,7/10/2008 13:42,,,,
1215697329968,7/10/2008 13:42,,,,
1215697330968,7/10/2008 13:42,,,,
1215697331968,7/10/2008 13:42,,,,
1215697332968,7/10/2008 13:42,,,,
1215697333968,7/10/2008 13:42,,,,
1215697334968,7/10/2008 13:42,,,,
1215697335968,7/10/2008 13:42,,,,
1215697336968,7/10/2008 13:42,,,,
1215697337968,7/10/2008 13:42,,,,
1215697338968,7/10/2008 13:42,,,,
1215697339984,7/10/2008 13:42,,,,
1215697340984,7/10/2008 13:42,,,,
1215697341984,7/10/2008 13:42,,,,
1215697342999,7/10/2008 13:42,,,,
1215697344005,7/10/2008 13:42,,,,
1215697345031,7/10/2008 13:42,,,,
1215697346031,7/10/2008 13:42,,,,
1215697347031,7/10/2008 13:42,,,,
1215697348031,7/10/2008 13:42,,,,
1215697349046,7/10/2008 13:42,,,,
1215697350046,7/10/2008 13:42,,,,
1215697351046,7/10/2008 13:42,,,,
1215697352047,7/10/2008 13:42,,,,
1215697353062,7/10/2008 13:42,,,,
1215697354062,7/10/2008 13:42,,,,
1215697355063,7/10/2008 13:42,,,,
1215697356063,7/10/2008 13:42,,,,
1215697357081,7/10/2008 13:42,,,,
1215697358081,7/10/2008 13:42,,,,
1215697359085,7/10/2008 13:42,,,,
1215697360094,7/10/2008 13:42,,,,
1215697361094,7/10/2008 13:42,,,,
1215697362097,7/10/2008 13:42,,,,
1215697363097,7/10/2008 13:42,,,,
1215697364109,7/10/2008 13:42,,,,
1215697365109,7/10/2008 13:42,,,,
1215697366109,7/10/2008 13:42,,,,
1215697367110,7/10/2008 13:42,,,,
1215697368140,7/10/2008 13:42,,,,
1215697369141,7/10/2008 13:42,,,,
1215697370156,7/10/2008 13:42,,,,
1215697371157,7/10/2008 13:42,,,,
1215697372157,7/10/2008 13:42,,,,
1215697373171,7/10/2008 13:42,,,,
1215697374176,7/10/2008 13:42,,,,
1215697375187,7/10/2008 13:42,,,,
1215697376187,7/10/2008 13:42,,,,
1215697377204,7/10/2008 13:42,,,,
1215697378218,7/10/2008 13:42,,,,
1215697379219,7/10/2008 13:42,,,,
1215697380224,7/10/2008 13:43,,,,
1215697381234,7/10/2008 13:43,,,,
1215697382250,7/10/2008 13:43,,,,
1215697383265,7/10/2008 13:43,,,,
1215697384265,7/10/2008 13:43,,,,
1215697385282,7/10/2008 13:43,,,,
1215697386296,7/10/2008 13:43,,,,
1215697387296,7/10/2008 13:43,,,,
1215697388296,7/10/2008 13:43,,,,
1215697389297,7/10/2008 13:43,,,,
1215697390297,7/10/2008 13:43,,,,
1215697391311,7/10/2008 13:43,,,,
1215697392315,7/10/2008 13:43,,,,
1215697393328,7/10/2008 13:43,,,,
1215697394328,7/10/2008 13:43,,,,
1215697395343,7/10/2008 13:43,,,,
1215697396343,7/10/2008 13:43,,,,
1215697397344,7/10/2008 13:43,,,,
1215697398344,7/10/2008 13:43,,,,
1215697399359,7/10/2008 13:43,,,,
1215697400360,7/10/2008 13:43,,,,
1215697401360,7/10/2008 13:43,,,,
1215697402374,7/10/2008 13:43,,,,
1215697403374,7/10/2008 13:43,,,,
1215697404374,7/10/2008 13:43,,,,
1215697405375,7/10/2008 13:43,,,,
1215697406375,7/10/2008 13:43,,,,
1215697407375,7/10/2008 13:43,,,,
1215697408390,7/10/2008 13:43,,,,
1215697409391,7/10/2008 13:43,,,,
1215697410391,7/10/2008 13:43,,,,
1215697411406,7/10/2008 13:43,,,,
1215697412407,7/10/2008 13:43,,,,
1215697413407,7/10/2008 13:43,,,,
1215697414407,7/10/2008 13:43,,,,
1215697415407,7/10/2008 13:43,,,,
1215697416407,7/10/2008 13:43,,,,
1215697417407,7/10/2008 13:43,,,,
1215697418407,7/10/2008 13:43,,,,
1215697419421,7/10/2008 13:43,,,,
1215697420422,7/10/2008 13:43,,,,
1215697421422,7/10/2008 13:43,,,,
1215697422422,7/10/2008 13:43,,,,
1215697423422,7/10/2008 13:43,,,,
1215697424435,7/10/2008 13:43,,,,
1215697425438,7/10/2008 13:43,,,,
1215697426438,7/10/2008 13:43,,,,
1215697427438,7/10/2008 13:43,,,,
1215697428438,7/10/2008 13:43,,,,
1215697429438,7/10/2008 13:43,,,,
1215697430439,7/10/2008 13:43,,,,
1215697431453,7/10/2008 13:43,,,,
1215697432453,7/10/2008 13:43,,,,
1215697433453,7/10/2008 13:43,,,,
1215697434453,7/10/2008 13:43,,,,
1215697435453,7/10/2008 13:43,,,,
1215697436453,7/10/2008 13:43,,,,
1215697437453,7/10/2008 13:43,,,,
1215697438453,7/10/2008 13:43,,,,
1215697439453,7/10/2008 13:43,,,,
1215697440453,7/10/2008 13:44,,,,
1215697441453,7/10/2008 13:44,,,,
1215697442453,7/10/2008 13:44,,,,
1215697443462,7/10/2008 13:44,,,,
1215697444469,7/10/2008 13:44,,,,
1215697445469,7/10/2008 13:44,,,,
1215697446484,7/10/2008 13:44,,,,
1215697447486,7/10/2008 13:44,,,,
1215697448486,7/10/2008 13:44,,,,
1215697449493,7/10/2008 13:44,,,,
1215697450500,7/10/2008 13:44,,,,
1215697451500,7/10/2008 13:44,,,,
1215697452509,7/10/2008 13:44,,,,
1215697453516,7/10/2008 13:44,,,,
1215697454516,7/10/2008 13:44,,,,
1215697455516,7/10/2008 13:44,,,,
1215697456516,7/10/2008 13:44,,,,
1215697457516,7/10/2008 13:44,,,,
1215697458516,7/10/2008 13:44,,,,
1215697459516,7/10/2008 13:44,,,,
1215697460516,7/10/2008 13:44,,,,
1215697461516,7/10/2008 13:44,,,,
1215697462516,7/10/2008 13:44,,,,
1215697463517,7/10/2008 13:44,,,,
1215697464532,7/10/2008 13:44,,,,
1215697465533,7/10/2008 13:44,,,,
1215697466547,7/10/2008 13:44,,,,
1215697467547,7/10/2008 13:44,,,,
1215697468548,7/10/2008 13:44,,,,
1215697469548,7/10/2008 13:44,,,,
1215697470563,7/10/2008 13:44,,,,
1215697471563,7/10/2008 13:44,,,,
1215697472564,7/10/2008 13:44,,,,
1215697473573,7/10/2008 13:44,,,,
1215697474578,7/10/2008 13:44,,,,
1215697475579,7/10/2008 13:44,,,,
1215697476594,7/10/2008 13:44,,,,
1215697477594,7/10/2008 13:44,,,,
1215697478594,7/10/2008 13:44,,,,
1215697479594,7/10/2008 13:44,,,,
1215697480599,7/10/2008 13:44,,,,
1215697481611,7/10/2008 13:44,,,,
1215697482611,7/10/2008 13:44,,,,
1215697483625,7/10/2008 13:44,,,,
1215697484625,7/10/2008 13:44,,,,
1215697485626,7/10/2008 13:44,,,,
1215697486641,7/10/2008 13:44,,,,
1215697487641,7/10/2008 13:44,,,,
1215697488642,7/10/2008 13:44,,,,
1215697489657,7/10/2008 13:44,,,,
1215697490657,7/10/2008 13:44,,,,
1215697491657,7/10/2008 13:44,,,,
1215697492657,7/10/2008 13:44,,,,
1215697493658,7/10/2008 13:44,,,,
1215697494658,7/10/2008 13:44,,,,
1215697495672,7/10/2008 13:44,,,,
1215697496682,7/10/2008 13:44,,,,
1215697497689,7/10/2008 13:44,,,,
1215697498703,7/10/2008 13:44,,,,
1215697499704,7/10/2008 13:44,,,,
1215697500704,7/10/2008 13:45,,,,
1215697501719,7/10/2008 13:45,,,,
1215697502719,7/10/2008 13:45,,,,
1215697503719,7/10/2008 13:45,,,,
1215697504720,7/10/2008 13:45,,,,
1215697505720,7/10/2008 13:45,,,,
1215697506720,7/10/2008 13:45,,,,
1215697507720,7/10/2008 13:45,,,,
1215697508735,7/10/2008 13:45,,,,
1215697509736,7/10/2008 13:45,,,,
1215697510750,7/10/2008 13:45,,,,
1215697511751,7/10/2008 13:45,,,,
1215697512751,7/10/2008 13:45,,,,
1215697513751,7/10/2008 13:45,,,,
1215697514751,7/10/2008 13:45,,,,
1215697515756,7/10/2008 13:45,,,,
1215697516768,7/10/2008 13:45,,,,
1215697517783,7/10/2008 13:45,,,,
1215697518783,7/10/2008 13:45,,,,
1215697519783,7/10/2008 13:45,,,,
1215697520783,7/10/2008 13:45,,,,
1215697521783,7/10/2008 13:45,,,,
1215697522783,7/10/2008 13:45,,,,
1215697523783,7/10/2008 13:45,,,,
1215697524783,7/10/2008 13:45,,,,
1215697525783,7/10/2008 13:45,,,,
1215697526783,7/10/2008 13:45,,,,
1215697527783,7/10/2008 13:45,,,,
1215697528783,7/10/2008 13:45,,,,
1215697529783,7/10/2008 13:45,,,,
1215697530783,7/10/2008 13:45,,,,
1215697531783,7/10/2008 13:45,,,,
1215697532783,7/10/2008 13:45,,,,
1215697533783,7/10/2008 13:45,,,,
1215697534784,7/10/2008 13:45,,,,
1215697535798,7/10/2008 13:45,,,,
1215697536798,7/10/2008 13:45,,,,
1215697537798,7/10/2008 13:45,,,,
1215697538798,7/10/2008 13:45,,,,
1215697539798,7/10/2008 13:45,,,,
1215697540814,7/10/2008 13:45,,,,
1215697541814,7/10/2008 13:45,,,,
1215697542814,7/10/2008 13:45,,,,
1215697543814,7/10/2008 13:45,,,,
1215697544829,7/10/2008 13:45,,,,
1215697545829,7/10/2008 13:45,,,,
1215697546829,7/10/2008 13:45,,,,
1215697547829,7/10/2008 13:45,,,,
1215697548829,7/10/2008 13:45,,,,
1215697549846,7/10/2008 13:45,,,,
1215697550861,7/10/2008 13:45,,,,
1215697551877,7/10/2008 13:45,,,,
1215697552892,7/10/2008 13:45,,,,
1215697553892,7/10/2008 13:45,,,,
1215697554908,7/10/2008 13:45,,,,
1215697555924,7/10/2008 13:45,,,,
1215697556940,7/10/2008 13:45,,,,
1215697557954,7/10/2008 13:45,,,,
1215697558970,7/10/2008 13:45,,,,
1215697559971,7/10/2008 13:45,,,,
1215697560973,7/10/2008 13:46,,,,
1215697561986,7/10/2008 13:46,,,,
1215697562987,7/10/2008 13:46,,,,
1215697564001,7/10/2008 13:46,,,,
1215697565009,7/10/2008 13:46,,,,
1215697566017,7/10/2008 13:46,,,,
1215697567017,7/10/2008 13:46,,,,
1215697568018,7/10/2008 13:46,,,,
1215697569033,7/10/2008 13:46,,,,
1215697570034,7/10/2008 13:46,,,,
1215697571048,7/10/2008 13:46,,,,
1215697572050,7/10/2008 13:46,,,,
1215697573064,7/10/2008 13:46,,,,
1215697574065,7/10/2008 13:46,,,,
1215697575079,7/10/2008 13:46,,,,
1215697576080,7/10/2008 13:46,,,,
1215697577081,7/10/2008 13:46,,,,
1215697578095,7/10/2008 13:46,,,,
1215697579101,7/10/2008 13:46,,,,
1215697580112,7/10/2008 13:46,,,,
1215697581126,7/10/2008 13:46,,,,
1215697582127,7/10/2008 13:46,,,,
1215697583142,7/10/2008 13:46,,,,
1215697584142,7/10/2008 13:46,,,,
1215697585142,7/10/2008 13:46,,,,
1215697586143,7/10/2008 13:46,,,,
1215697587150,7/10/2008 13:46,,,,
1215697588159,7/10/2008 13:46,,,,
1215697589159,7/10/2008 13:46,,,,
1215697590173,7/10/2008 13:46,,,,
1215697591174,7/10/2008 13:46,,,,
1215697592176,7/10/2008 13:46,,,,
1215697593189,7/10/2008 13:46,,,,
1215697594189,7/10/2008 13:46,,,,
1215697595189,7/10/2008 13:46,,,,
1215697596189,7/10/2008 13:46,,,,
1215697597189,7/10/2008 13:46,,,,
1215697598190,7/10/2008 13:46,,,,
1215697599196,7/10/2008 13:46,,,,
1215697600205,7/10/2008 13:46,,,,
1215697601205,7/10/2008 13:46,,,,
1215697602205,7/10/2008 13:46,,,,
1215697603205,7/10/2008 13:46,,,,
1215697604205,7/10/2008 13:46,,,,
1215697605205,7/10/2008 13:46,,,,
1215697606205,7/10/2008 13:46,,,,
1215697607205,7/10/2008 13:46,,,,
1215697608205,7/10/2008 13:46,,,,
1215697609205,7/10/2008 13:46,,,,
1215697610205,7/10/2008 13:46,,,,
1215697611205,7/10/2008 13:46,,,,
1215697612209,7/10/2008 13:46,,,,
1215697613220,7/10/2008 13:46,,,,
1215697614221,7/10/2008 13:46,,,,
1215697615221,7/10/2008 13:46,,,,
1215697616221,7/10/2008 13:46,,,,
1215697617221,7/10/2008 13:46,,,,
1215697618221,7/10/2008 13:46,,,,
1215697619221,7/10/2008 13:46,,,,
1215697620221,7/10/2008 13:47,,,,
1215697621221,7/10/2008 13:47,,,,
1215697622221,7/10/2008 13:47,,,,
1215697623222,7/10/2008 13:47,,,,
1215697624237,7/10/2008 13:47,,,,
1215697625237,7/10/2008 13:47,,,,
1215697626237,7/10/2008 13:47,,,,
1215697627237,7/10/2008 13:47,,,,
1215697628244,7/10/2008 13:47,,,,
1215697629252,7/10/2008 13:47,,,,
1215697630252,7/10/2008 13:47,,,,
1215697631252,7/10/2008 13:47,,,,
1215697632252,7/10/2008 13:47,,,,
1215697633252,7/10/2008 13:47,,,,
1215697634252,7/10/2008 13:47,,,,
1215697635252,7/10/2008 13:47,,,,
1215697636252,7/10/2008 13:47,,,,
1215697637253,7/10/2008 13:47,,,,
1215697638268,7/10/2008 13:47,,,,
1215697639268,7/10/2008 13:47,,,,
1215697640268,7/10/2008 13:47,,,,
1215697641298,7/10/2008 13:47,,,,
1215697642299,7/10/2008 13:47,,,,
1215697643299,7/10/2008 13:47,,,,
1215697644299,7/10/2008 13:47,,,,
1215697645300,7/10/2008 13:47,,,,
1215697646314,7/10/2008 13:47,,,,
1215697647315,7/10/2008 13:47,,,,
1215697648315,7/10/2008 13:47,,,,
1215697649316,7/10/2008 13:47,,,,
1215697650330,7/10/2008 13:47,,,,
