UnixTimeStamp,TimeStamp,X,Y,Z
1215697056309,2008-07-10 13:37:36,,,,
1215697057340,2008-07-10 13:37:37,,,,
1215697058340,2008-07-10 13:37:38,,,,
1215697059356,2008-07-10 13:37:39,03.28,04.94,04.83
1215697060356,2008-07-10 13:37:40,01.41,02.00,02.09
1215697061377,2008-07-10 13:37:41,03.57,03.97,04.07
1215697062377,2008-07-10 13:37:42,04.58,04.81,05.00
1215697063377,2008-07-10 13:37:43,02.53,03.63,03.84
1215697064387,2008-07-10 13:37:44,02.56,02.06,02.94
1215697065387,2008-07-10 13:37:45,03.37,06.26,05.15
1215697066387,2008-07-10 13:37:46,09.54,08.89,12.92
1215697067387,2008-07-10 13:37:47,04.12,04.49,04.40
1215697068387,2008-07-10 13:37:48,03.71,05.43,09.71
1215697069393,2008-07-10 13:37:49,05.88,07.28,09.09
1215697070393,2008-07-10 13:37:50,07.74,05.03,14.03
1215697071393,2008-07-10 13:37:51,05.50,04.50,07.00
1215697072403,2008-07-10 13:37:52,04.08,06.46,07.92
1215697073403,2008-07-10 13:37:53,09.08,04.31,04.08
1215697074418,2008-07-10 13:37:54,00.00,00.00,01.00
1215697075419,2008-07-10 13:37:55,02.22,05.89,06.33
1215697076419,2008-07-10 13:37:56,08.70,06.65,07.04
1215697077434,2008-07-10 13:37:57,03.80,02.20,03.00
1215697078434,2008-07-10 13:37:58,00.67,01.00,00.83
1215697079434,2008-07-10 13:37:59,00.85,01.27,00.96
1215697080434,2008-07-10 13:38:00,01.19,00.86,00.71
1215697081548,2008-07-10 13:38:01,01.25,01.13,00.69
1215697082564,2008-07-10 13:38:02,00.75,01.28,00.93
1215697083574,2008-07-10 13:38:03,01.34,01.17,00.88
1215697084594,2008-07-10 13:38:04,01.09,01.07,00.89
1215697085610,2008-07-10 13:38:05,01.10,01.33,00.86
1215697086622,2008-07-10 13:38:06,00.91,01.05,01.02
1215697087637,2008-07-10 13:38:07,01.00,01.14,00.93
1215697088653,2008-07-10 13:38:08,00.90,01.17,00.95
1215697089654,2008-07-10 13:38:09,00.93,00.95,01.17
1215697090669,2008-07-10 13:38:10,05.40,09.12,09.49
1215697091669,2008-07-10 13:38:11,03.07,07.79,05.64
1215697092685,2008-07-10 13:38:12,03.13,02.72,02.06
1215697093699,2008-07-10 13:38:13,08.39,06.32,05.89
1215697094715,2008-07-10 13:38:14,01.21,01.18,01.05
1215697095717,2008-07-10 13:38:15,00.78,00.87,01.31
1215697096733,2008-07-10 13:38:16,01.55,01.68,01.73
1215697097747,2008-07-10 13:38:17,03.88,06.24,05.19
1215697098763,2008-07-10 13:38:18,01.03,01.08,00.90
1215697099778,2008-07-10 13:38:19,00.90,00.92,00.97
1215697100794,2008-07-10 13:38:20,00.64,01.00,00.96
1215697101810,2008-07-10 13:38:21,00.94,01.35,00.59
1215697102824,2008-07-10 13:38:22,,,,
1215697103825,2008-07-10 13:38:23,01.00,00.00,00.00
1215697104825,2008-07-10 13:38:24,01.50,01.00,01.00
1215697105856,2008-07-10 13:38:25,00.80,01.10,01.53
1215697106857,2008-07-10 13:38:26,00.89,01.14,01.23
1215697107871,2008-07-10 13:38:27,00.56,01.25,00.69
1215697108887,2008-07-10 13:38:28,00.75,01.00,00.50
1215697109888,2008-07-10 13:38:29,00.88,01.23,01.05
1215697110888,2008-07-10 13:38:30,00.93,00.60,01.02
1215697111903,2008-07-10 13:38:31,01.05,01.18,00.86
1215697112904,2008-07-10 13:38:32,01.00,01.82,01.62
1215697113922,2008-07-10 13:38:33,05.68,06.88,05.36
1215697114922,2008-07-10 13:38:34,15.08,11.15,19.15
1215697115950,2008-07-10 13:38:35,63.67,16.53,16.73
1215697116950,2008-07-10 13:38:36,21.09,04.24,07.21
1215697117950,2008-07-10 13:38:37,05.48,04.41,03.78
1215697118966,2008-07-10 13:38:38,,,,
1215697119982,2008-07-10 13:38:39,17.75,08.25,07.00
1215697120997,2008-07-10 13:38:40,07.27,04.95,05.18
1215697122012,2008-07-10 13:38:42,07.03,09.10,11.26
1215697123028,2008-07-10 13:38:43,04.33,04.92,04.33
1215697124029,2008-07-10 13:38:44,14.87,14.87,11.90
1215697125043,2008-07-10 13:38:45,14.67,11.80,18.60
1215697126059,2008-07-10 13:38:46,02.38,04.38,05.03
1215697127075,2008-07-10 13:38:47,06.77,04.59,06.23
1215697128075,2008-07-10 13:38:48,08.00,05.90,12.27
1215697129091,2008-07-10 13:38:49,00.96,01.37,00.96
1215697130107,2008-07-10 13:38:50,00.80,01.38,01.00
1215697131107,2008-07-10 13:38:51,01.14,01.07,00.90
1215697132125,2008-07-10 13:38:52,01.12,01.19,01.00
1215697133125,2008-07-10 13:38:53,01.27,01.53,01.07
1215697134138,2008-07-10 13:38:54,01.48,00.98,01.12
1215697135154,2008-07-10 13:38:55,01.16,01.09,01.09
1215697136169,2008-07-10 13:38:56,00.84,00.84,01.00
1215697137169,2008-07-10 13:38:57,00.97,01.15,00.87
1215697138169,2008-07-10 13:38:58,01.05,01.27,01.11
1215697139169,2008-07-10 13:38:59,00.93,01.22,01.12
1215697140169,2008-07-10 13:39:00,00.90,01.12,00.95
1215697141184,2008-07-10 13:39:01,00.95,01.15,00.95
1215697142184,2008-07-10 13:39:02,00.93,01.18,01.20
1215697143200,2008-07-10 13:39:03,00.95,01.02,01.02
1215697144215,2008-07-10 13:39:04,01.56,02.44,10.19
1215697145216,2008-07-10 13:39:05,02.83,05.52,04.31
1215697146232,2008-07-10 13:39:06,06.56,07.56,07.75
1215697147247,2008-07-10 13:39:07,04.96,03.58,06.38
1215697148263,2008-07-10 13:39:08,02.67,03.52,04.29
1215697149279,2008-07-10 13:39:09,04.60,03.80,04.67
1215697150279,2008-07-10 13:39:10,04.24,03.70,06.42
1215697151279,2008-07-10 13:39:11,08.20,08.20,13.80
1215697152279,2008-07-10 13:39:12,04.80,03.70,05.50
1215697153279,2008-07-10 13:39:13,06.10,03.81,04.39
1215697154294,2008-07-10 13:39:14,05.00,00.00,02.00
1215697155294,2008-07-10 13:39:15,,,,
1215697156294,2008-07-10 13:39:16,,,,
1215697157314,2008-07-10 13:39:17,05.79,04.29,07.18
1215697158314,2008-07-10 13:39:18,02.29,02.27,04.73
1215697159325,2008-07-10 13:39:19,05.23,03.63,05.81
1215697160325,2008-07-10 13:39:20,05.49,06.76,10.00
1215697161325,2008-07-10 13:39:21,04.00,09.44,05.53
1215697162345,2008-07-10 13:39:22,26.40,19.80,42.10
1215697163357,2008-07-10 13:39:23,14.22,08.51,14.44
1215697164357,2008-07-10 13:39:24,06.73,10.78,13.08
1215697165357,2008-07-10 13:39:25,18.15,11.30,31.64
1215697166404,2008-07-10 13:39:26,07.79,10.97,12.50
1215697167404,2008-07-10 13:39:27,09.63,03.00,10.38
1215697168419,2008-07-10 13:39:28,05.42,05.39,08.33
1215697169435,2008-07-10 13:39:29,08.18,05.47,06.32
1215697170435,2008-07-10 13:39:30,24.93,06.30,12.51
1215697171450,2008-07-10 13:39:31,08.15,09.21,08.94
1215697172475,2008-07-10 13:39:32,04.19,06.22,08.31
1215697173497,2008-07-10 13:39:33,20.52,20.30,44.15
1215697174497,2008-07-10 13:39:34,08.18,04.65,11.56
1215697175497,2008-07-10 13:39:35,04.41,05.43,04.32
1215697176513,2008-07-10 13:39:36,07.44,06.58,05.86
1215697177532,2008-07-10 13:39:37,07.54,06.42,18.83
1215697178544,2008-07-10 13:39:38,06.26,04.82,12.16
1215697179545,2008-07-10 13:39:39,03.95,02.85,04.46
1215697180545,2008-07-10 13:39:40,08.00,05.64,17.14
1215697181560,2008-07-10 13:39:41,01.07,01.37,00.85
1215697182560,2008-07-10 13:39:42,00.79,01.05,00.77
1215697183560,2008-07-10 13:39:43,01.10,00.98,01.17
1215697184560,2008-07-10 13:39:44,03.84,03.43,05.68
1215697185591,2008-07-10 13:39:45,07.38,03.86,05.29
1215697186591,2008-07-10 13:39:46,02.72,01.31,03.21
1215697187592,2008-07-10 13:39:47,01.63,01.07,01.15
1215697188607,2008-07-10 13:39:48,04.09,03.29,04.54
1215697189622,2008-07-10 13:39:49,06.51,10.74,15.18
1215697190639,2008-07-10 13:39:50,00.79,01.05,01.05
1215697191654,2008-07-10 13:39:51,00.75,01.45,01.41
1215697192669,2008-07-10 13:39:52,00.75,01.14,00.91
1215697193685,2008-07-10 13:39:53,00.91,01.05,00.95
1215697194716,2008-07-10 13:39:54,00.84,01.29,00.82
1215697195733,2008-07-10 13:39:55,01.12,00.95,01.19
1215697196733,2008-07-10 13:39:56,00.70,01.16,01.21
1215697197747,2008-07-10 13:39:57,00.84,00.98,01.23
1215697198747,2008-07-10 13:39:58,01.00,01.19,00.95
1215697199763,2008-07-10 13:39:59,01.13,01.42,00.98
1215697200764,2008-07-10 13:40:00,00.95,01.24,00.88
1215697201779,2008-07-10 13:40:01,01.10,01.00,00.63
1215697202780,2008-07-10 13:40:02,00.98,00.96,01.27
1215697203794,2008-07-10 13:40:03,00.85,01.13,01.18
1215697204811,2008-07-10 13:40:04,00.81,01.23,01.12
1215697205811,2008-07-10 13:40:05,00.90,01.22,00.98
1215697206825,2008-07-10 13:40:06,00.98,01.30,01.02
1215697207826,2008-07-10 13:40:07,01.30,01.25,01.16
1215697208826,2008-07-10 13:40:08,01.00,01.23,01.26
1215697209826,2008-07-10 13:40:09,01.16,00.95,01.02
1215697210842,2008-07-10 13:40:10,01.29,01.10,00.78
1215697211858,2008-07-10 13:40:11,00.81,01.30,01.12
1215697212858,2008-07-10 13:40:12,01.00,01.11,01.09
1215697213858,2008-07-10 13:40:13,05.43,05.80,08.39
1215697214888,2008-07-10 13:40:14,04.16,03.61,06.80
1215697215904,2008-07-10 13:40:15,06.52,06.15,07.48
1215697216904,2008-07-10 13:40:16,03.50,03.50,04.56
1215697217905,2008-07-10 13:40:17,10.19,08.96,08.73
1215697218920,2008-07-10 13:40:18,04.30,07.65,08.25
1215697219936,2008-07-10 13:40:19,09.77,10.91,14.57
1215697220936,2008-07-10 13:40:20,21.41,21.59,24.00
1215697221950,2008-07-10 13:40:21,11.31,09.19,19.36
1215697222967,2008-07-10 13:40:22,04.38,04.33,07.40
1215697223986,2008-07-10 13:40:23,12.05,06.39,12.66
1215697224986,2008-07-10 13:40:24,08.77,09.13,11.61
1215697225998,2008-07-10 13:40:25,14.79,09.79,10.75
1215697227014,2008-07-10 13:40:27,09.65,11.80,09.40
1215697228014,2008-07-10 13:40:28,,,,
1215697229014,2008-07-10 13:40:29,01.50,03.00,02.50
1215697230029,2008-07-10 13:40:30,07.24,14.57,08.86
1215697231029,2008-07-10 13:40:31,20.78,31.17,18.33
1215697232045,2008-07-10 13:40:32,00.89,01.37,01.53
1215697233060,2008-07-10 13:40:33,,,,
1215697234076,2008-07-10 13:40:34,00.80,00.95,01.05
1215697235092,2008-07-10 13:40:35,03.44,04.44,01.19
1215697236108,2008-07-10 13:40:36,00.89,01.29,01.26
1215697237108,2008-07-10 13:40:37,00.81,01.16,01.05
1215697238123,2008-07-10 13:40:38,01.05,01.36,01.36
1215697239139,2008-07-10 13:40:39,01.26,01.12,01.07
1215697240155,2008-07-10 13:40:40,01.64,01.19,01.11
1215697241155,2008-07-10 13:40:41,01.18,01.07,01.09
1215697242155,2008-07-10 13:40:42,01.21,01.10,01.21
1215697243155,2008-07-10 13:40:43,00.95,01.07,00.88
1215697244170,2008-07-10 13:40:44,02.25,02.66,04.11
1215697245170,2008-07-10 13:40:45,08.63,16.39,12.45
1215697246186,2008-07-10 13:40:46,01.18,02.02,02.04
1215697247311,2008-07-10 13:40:47,01.03,01.93,01.45
1215697248311,2008-07-10 13:40:48,01.10,01.41,01.22
1215697249311,2008-07-10 13:40:49,01.23,01.18,01.23
1215697250311,2008-07-10 13:40:50,01.02,01.26,01.12
1215697251311,2008-07-10 13:40:51,01.09,01.50,00.95
1215697252311,2008-07-10 13:40:52,01.21,01.38,01.02
1215697253311,2008-07-10 13:40:53,01.21,01.30,01.00
1215697254326,2008-07-10 13:40:54,01.40,02.38,01.86
1215697255342,2008-07-10 13:40:55,11.65,10.18,13.35
1215697256405,2008-07-10 13:40:56,09.94,06.81,16.94
1215697257405,2008-07-10 13:40:57,01.47,02.06,01.70
1215697258406,2008-07-10 13:40:58,00.92,01.03,01.08
1215697259436,2008-07-10 13:40:59,01.11,01.24,01.43
1215697260436,2008-07-10 13:41:00,00.93,01.05,00.90
1215697261437,2008-07-10 13:41:01,01.00,00.72,00.79
1215697262467,2008-07-10 13:41:02,00.91,01.24,00.85
1215697263468,2008-07-10 13:41:03,01.15,01.56,01.44
1215697264468,2008-07-10 13:41:04,00.77,01.26,01.16
1215697265483,2008-07-10 13:41:05,04.21,05.12,04.58
1215697266483,2008-07-10 13:41:06,05.68,05.18,05.86
1215697267483,2008-07-10 13:41:07,00.98,01.32,01.11
1215697268483,2008-07-10 13:41:08,00.95,01.44,01.16
1215697269483,2008-07-10 13:41:09,00.98,01.30,00.74
1215697270483,2008-07-10 13:41:10,01.08,01.25,00.98
1215697271498,2008-07-10 13:41:11,00.74,00.95,01.21
1215697272514,2008-07-10 13:41:12,00.82,01.25,01.09
1215697273515,2008-07-10 13:41:13,01.12,01.14,00.98
1215697274530,2008-07-10 13:41:14,01.16,01.25,01.11
1215697275533,2008-07-10 13:41:15,00.93,00.89,00.75
1215697276562,2008-07-10 13:41:16,00.93,01.36,01.31
1215697277593,2008-07-10 13:41:17,01.07,01.07,01.23
1215697278593,2008-07-10 13:41:18,00.85,01.25,00.98
1215697279608,2008-07-10 13:41:19,00.63,01.05,01.05
1215697280609,2008-07-10 13:41:20,01.10,01.19,01.00
1215697281623,2008-07-10 13:41:21,03.05,06.36,04.33
1215697282623,2008-07-10 13:41:22,05.05,04.86,05.98
1215697283623,2008-07-10 13:41:23,01.20,01.83,01.53
1215697284623,2008-07-10 13:41:24,00.91,01.31,00.91
1215697285624,2008-07-10 13:41:25,00.81,01.10,01.14
1215697286639,2008-07-10 13:41:26,00.82,01.00,01.09
1215697287639,2008-07-10 13:41:27,01.00,01.57,01.07
1215697288640,2008-07-10 13:41:28,11.28,10.45,10.76
1215697289655,2008-07-10 13:41:29,04.30,04.88,05.36
1215697290655,2008-07-10 13:41:30,09.59,17.44,16.41
1215697291656,2008-07-10 13:41:31,13.59,19.32,16.18
1215697292656,2008-07-10 13:41:32,19.45,21.05,18.08
1215697293671,2008-07-10 13:41:33,15.24,17.62,19.90
1215697294691,2008-07-10 13:41:34,21.52,28.19,20.62
1215697295706,2008-07-10 13:41:35,53.20,41.00,44.20
1215697296748,2008-07-10 13:41:36,,,,
1215697297764,2008-07-10 13:41:37,01.67,01.61,01.28
1215697298769,2008-07-10 13:41:38,01.09,01.91,01.23
1215697299781,2008-07-10 13:41:39,07.54,10.69,07.35
1215697300781,2008-07-10 13:41:40,04.66,07.27,07.61
1215697301811,2008-07-10 13:41:41,01.87,02.52,03.03
1215697302812,2008-07-10 13:41:42,02.04,03.44,03.37
1215697303812,2008-07-10 13:41:43,00.87,00.70,00.91
1215697304812,2008-07-10 13:41:44,00.81,01.38,01.00
1215697305827,2008-07-10 13:41:45,01.22,01.31,01.41
1215697306827,2008-07-10 13:41:46,00.50,03.00,02.25
1215697307827,2008-07-10 13:41:47,02.60,05.16,05.30
1215697308827,2008-07-10 13:41:48,03.07,13.29,09.14
1215697309827,2008-07-10 13:41:49,05.46,02.08,02.92
1215697310827,2008-07-10 13:41:50,31.00,09.67,15.17
1215697311827,2008-07-10 13:41:51,11.79,09.05,11.53
1215697312842,2008-07-10 13:41:52,23.32,28.16,22.37
1215697313842,2008-07-10 13:41:53,21.62,20.09,20.03
1215697314843,2008-07-10 13:41:54,14.80,14.13,15.53
1215697315843,2008-07-10 13:41:55,12.55,13.11,07.34
1215697316859,2008-07-10 13:41:56,10.35,08.58,09.48
1215697317859,2008-07-10 13:41:57,12.92,09.46,15.04
1215697318859,2008-07-10 13:41:58,07.15,11.15,11.41
1215697319862,2008-07-10 13:41:59,01.07,01.53,01.91
1215697320862,2008-07-10 13:42:00,00.98,00.91,01.07
1215697321890,2008-07-10 13:42:01,01.12,01.31,01.10
1215697322905,2008-07-10 13:42:02,01.02,01.20,01.04
1215697323906,2008-07-10 13:42:03,00.68,00.92,00.76
1215697324936,2008-07-10 13:42:04,01.11,01.05,01.30
1215697325937,2008-07-10 13:42:05,01.00,01.57,01.30
1215697326941,2008-07-10 13:42:06,00.88,01.27,01.10
1215697327941,2008-07-10 13:42:07,01.02,01.56,01.42
1215697328952,2008-07-10 13:42:08,01.19,01.21,01.05
1215697329968,2008-07-10 13:42:09,01.07,01.66,01.22
1215697330968,2008-07-10 13:42:10,05.22,05.00,09.13
1215697331968,2008-07-10 13:42:11,05.63,08.00,03.15
1215697332968,2008-07-10 13:42:12,05.24,14.50,07.26
1215697333968,2008-07-10 13:42:13,05.45,10.79,06.55
1215697334968,2008-07-10 13:42:14,01.13,01.17,01.40
1215697335968,2008-07-10 13:42:15,,,,
1215697336968,2008-07-10 13:42:16,01.33,01.33,01.00
1215697337968,2008-07-10 13:42:17,00.79,01.46,01.07
1215697338968,2008-07-10 13:42:18,01.10,00.90,01.07
1215697339984,2008-07-10 13:42:19,00.89,01.16,00.92
1215697340984,2008-07-10 13:42:20,01.00,00.86,00.81
1215697341984,2008-07-10 13:42:21,00.98,01.32,00.95
1215697342999,2008-07-10 13:42:22,01.10,01.20,00.85
1215697344005,2008-07-10 13:42:24,00.78,01.00,01.00
1215697345031,2008-07-10 13:42:25,01.05,01.46,01.02
1215697346031,2008-07-10 13:42:26,01.00,01.19,00.92
1215697347031,2008-07-10 13:42:27,01.12,01.00,00.79
1215697348031,2008-07-10 13:42:28,01.21,01.10,00.82
1215697349046,2008-07-10 13:42:29,00.81,01.00,00.94
1215697350046,2008-07-10 13:42:30,01.21,00.82,00.74
1215697351046,2008-07-10 13:42:31,01.13,01.15,00.90
1215697352047,2008-07-10 13:42:32,01.29,01.34,01.13
1215697353062,2008-07-10 13:42:33,00.88,01.00,00.86
1215697354062,2008-07-10 13:42:34,00.70,01.26,00.65
1215697355063,2008-07-10 13:42:35,00.80,01.10,00.80
1215697356063,2008-07-10 13:42:36,01.50,01.50,01.00
1215697357081,2008-07-10 13:42:37,01.17,01.33,01.58
1215697358081,2008-07-10 13:42:38,01.18,01.43,00.96
1215697359085,2008-07-10 13:42:39,01.03,01.50,01.15
1215697360094,2008-07-10 13:42:40,01.00,01.29,00.71
1215697361094,2008-07-10 13:42:41,00.73,00.81,01.08
1215697362097,2008-07-10 13:42:42,00.75,01.25,00.50
1215697363097,2008-07-10 13:42:43,00.50,00.50,01.50
1215697364109,2008-07-10 13:42:44,01.00,00.89,01.89
1215697365109,2008-07-10 13:42:45,03.14,02.00,03.57
1215697366109,2008-07-10 13:42:46,02.27,03.34,04.12
1215697367110,2008-07-10 13:42:47,00.88,01.18,00.75
1215697368140,2008-07-10 13:42:48,01.20,01.32,01.20
1215697369141,2008-07-10 13:42:49,01.07,01.36,01.09
1215697370156,2008-07-10 13:42:50,01.21,01.38,01.07
1215697371157,2008-07-10 13:42:51,01.09,00.93,00.86
1215697372157,2008-07-10 13:42:52,00.89,01.27,00.75
1215697373171,2008-07-10 13:42:53,01.10,01.20,01.05
1215697374176,2008-07-10 13:42:54,00.93,00.86,00.84
1215697375187,2008-07-10 13:42:55,00.77,01.16,01.33
1215697376187,2008-07-10 13:42:56,00.98,00.95,01.02
1215697377204,2008-07-10 13:42:57,00.95,01.02,01.02
1215697378218,2008-07-10 13:42:58,00.98,01.02,00.80
1215697379219,2008-07-10 13:42:59,01.32,01.05,00.80
1215697380224,2008-07-10 13:43:00,01.19,01.21,01.24
1215697381234,2008-07-10 13:43:01,01.11,01.25,01.23
1215697382250,2008-07-10 13:43:02,00.92,01.15,01.15
1215697383265,2008-07-10 13:43:03,00.87,01.28,01.00
1215697384265,2008-07-10 13:43:04,00.76,01.41,01.20
1215697385282,2008-07-10 13:43:05,01.55,02.03,02.61
1215697386296,2008-07-10 13:43:06,01.22,04.56,02.33
1215697387296,2008-07-10 13:43:07,04.07,03.29,03.29
1215697388296,2008-07-10 13:43:08,03.95,06.83,06.62
1215697389297,2008-07-10 13:43:09,01.07,01.07,01.34
1215697390297,2008-07-10 13:43:10,04.05,07.55,05.52
1215697391311,2008-07-10 13:43:11,01.24,01.40,00.86
1215697392315,2008-07-10 13:43:12,01.10,01.05,01.15
1215697393328,2008-07-10 13:43:13,00.84,01.07,00.89
1215697394328,2008-07-10 13:43:14,01.02,01.26,01.07
1215697395343,2008-07-10 13:43:15,01.07,01.21,00.91
1215697396343,2008-07-10 13:43:16,00.93,01.38,00.93
1215697397344,2008-07-10 13:43:17,00.93,01.37,01.17
1215697398344,2008-07-10 13:43:18,01.02,01.00,00.83
1215697399359,2008-07-10 13:43:19,01.30,01.09,00.70
1215697400360,2008-07-10 13:43:20,01.00,01.05,00.90
1215697401360,2008-07-10 13:43:21,00.95,00.93,00.67
1215697402374,2008-07-10 13:43:22,00.93,01.43,01.36
1215697403374,2008-07-10 13:43:23,01.07,01.19,01.05
1215697404374,2008-07-10 13:43:24,00.98,01.10,00.90
1215697405375,2008-07-10 13:43:25,01.00,01.05,01.02
1215697406375,2008-07-10 13:43:26,01.19,00.98,01.02
1215697407375,2008-07-10 13:43:27,00.72,01.08,01.21
1215697408390,2008-07-10 13:43:28,01.27,01.16,01.39
1215697409391,2008-07-10 13:43:29,01.03,01.40,01.00
1215697410391,2008-07-10 13:43:30,01.02,00.98,01.22
1215697411406,2008-07-10 13:43:31,00.76,00.98,00.98
1215697412407,2008-07-10 13:43:32,00.98,01.60,01.14
1215697413407,2008-07-10 13:43:33,00.93,01.12,01.02
1215697414407,2008-07-10 13:43:34,00.95,01.10,01.00
1215697415407,2008-07-10 13:43:35,00.95,01.14,00.98
1215697416407,2008-07-10 13:43:36,00.95,01.63,01.24
1215697417407,2008-07-10 13:43:37,00.93,01.32,00.56
1215697418407,2008-07-10 13:43:38,00.86,01.49,01.23
1215697419421,2008-07-10 13:43:39,00.87,01.08,00.92
1215697420422,2008-07-10 13:43:40,06.49,16.87,17.90
1215697421422,2008-07-10 13:43:41,01.33,01.80,01.05
1215697422422,2008-07-10 13:43:42,01.24,01.27,01.39
1215697423422,2008-07-10 13:43:43,00.92,01.00,01.25
1215697424435,2008-07-10 13:43:44,01.29,01.00,00.74
1215697425438,2008-07-10 13:43:45,01.50,02.50,01.63
1215697426438,2008-07-10 13:43:46,03.03,05.26,04.15
1215697427438,2008-07-10 13:43:47,00.71,01.43,01.71
1215697428438,2008-07-10 13:43:48,,,,
1215697429438,2008-07-10 13:43:49,,,,
1215697430439,2008-07-10 13:43:50,,,,
1215697431453,2008-07-10 13:43:51,,,,
1215697432453,2008-07-10 13:43:52,,,,
1215697433453,2008-07-10 13:43:53,,,,
1215697434453,2008-07-10 13:43:54,,,,
1215697435453,2008-07-10 13:43:55,,,,
1215697436453,2008-07-10 13:43:56,,,,
1215697437453,2008-07-10 13:43:57,,,,
1215697438453,2008-07-10 13:43:58,,,,
1215697439453,2008-07-10 13:43:59,,,,
1215697440453,2008-07-10 13:44:00,,,,
1215697441453,2008-07-10 13:44:01,,,,
1215697442453,2008-07-10 13:44:02,00.00,00.00,01.00
1215697443462,2008-07-10 13:44:03,,,,
1215697444469,2008-07-10 13:44:04,00.91,01.30,01.43
1215697445469,2008-07-10 13:44:05,02.79,03.95,02.37
1215697446484,2008-07-10 13:44:06,00.97,01.74,01.82
1215697447486,2008-07-10 13:44:07,00.97,01.49,01.03
1215697448486,2008-07-10 13:44:08,00.83,01.00,00.83
1215697449493,2008-07-10 13:44:09,00.82,00.97,01.36
1215697450500,2008-07-10 13:44:10,01.11,01.34,01.17
1215697451500,2008-07-10 13:44:11,01.41,01.28,00.93
1215697452509,2008-07-10 13:44:12,00.78,00.98,01.00
1215697453516,2008-07-10 13:44:13,01.15,01.49,01.21
1215697454516,2008-07-10 13:44:14,03.98,09.59,04.93
1215697455516,2008-07-10 13:44:15,02.00,03.20,01.75
1215697456516,2008-07-10 13:44:16,00.95,01.05,00.85
1215697457516,2008-07-10 13:44:17,01.67,02.07,01.78
