UnixTimeStamp,TimeStamp,X,Y,Z
1215698244196,2008-07-10 13:57:24,00.80,01.40,00.80
1215698245196,2008-07-10 13:57:25,01.07,01.21,01.14
1215698246196,2008-07-10 13:57:26,01.00,01.00,00.91
1215698247196,2008-07-10 13:57:27,01.06,01.65,00.47
1215698248227,2008-07-10 13:57:28,01.16,01.04,01.24
1215698249243,2008-07-10 13:57:29,01.03,01.32,01.00
1215698250269,2008-07-10 13:57:30,00.87,01.21,01.08
1215698251274,2008-07-10 13:57:31,01.61,03.52,02.58
1215698252282,2008-07-10 13:57:32,13.44,13.68,05.95
1215698253305,2008-07-10 13:57:33,01.86,05.28,04.47
1215698254305,2008-07-10 13:57:34,00.93,01.33,00.95
1215698255305,2008-07-10 13:57:35,01.08,01.36,01.00
1215698256308,2008-07-10 13:57:36,00.95,01.16,01.12
1215698257336,2008-07-10 13:57:37,00.95,01.37,01.05
1215698258341,2008-07-10 13:57:38,01.05,01.38,01.26
1215698259353,2008-07-10 13:57:39,01.23,01.63,01.11
1215698260355,2008-07-10 13:57:40,03.93,02.90,03.38
1215698261368,2008-07-10 13:57:41,11.00,14.43,10.05
1215698262368,2008-07-10 13:57:42,04.18,03.03,02.98
1215698263368,2008-07-10 13:57:43,02.33,03.77,04.60
1215698264368,2008-07-10 13:57:44,02.91,02.49,03.16
1215698265368,2008-07-10 13:57:45,03.30,08.28,07.70
1215698266397,2008-07-10 13:57:46,03.61,04.61,03.66
1215698267415,2008-07-10 13:57:47,07.19,06.38,08.24
1215698268415,2008-07-10 13:57:48,03.64,02.80,05.30
1215698269430,2008-07-10 13:57:49,03.64,03.06,03.17
1215698270432,2008-07-10 13:57:50,03.76,03.49,02.70
1215698271447,2008-07-10 13:57:51,06.89,04.95,04.77
1215698272447,2008-07-10 13:57:52,02.08,02.59,02.15
1215698273461,2008-07-10 13:57:53,01.51,01.84,01.27
1215698274462,2008-07-10 13:57:54,01.71,02.66,01.68
1215698275477,2008-07-10 13:57:55,02.20,02.36,01.62
1215698276477,2008-07-10 13:57:56,02.10,02.41,01.24
1215698277478,2008-07-10 13:57:57,01.50,01.73,01.18
1215698278519,2008-07-10 13:57:58,01.68,01.25,01.25
1215698279545,2008-07-10 13:57:59,01.84,02.25,01.80
1215698280555,2008-07-10 13:58:00,01.31,01.58,01.27
1215698281555,2008-07-10 13:58:01,01.15,02.13,01.73
1215698282555,2008-07-10 13:58:02,01.81,01.50,01.57
1215698283555,2008-07-10 13:58:03,02.07,02.20,02.16
1215698284571,2008-07-10 13:58:04,01.15,01.00,00.90
1215698285572,2008-07-10 13:58:05,01.22,01.66,00.95
1215698286572,2008-07-10 13:58:06,01.38,02.10,01.48
1215698287587,2008-07-10 13:58:07,01.05,01.25,00.93
1215698288633,2008-07-10 13:58:08,00.64,01.26,01.12
1215698289633,2008-07-10 13:58:09,01.34,01.07,00.95
1215698290665,2008-07-10 13:58:10,01.18,01.07,00.67
1215698291680,2008-07-10 13:58:11,01.11,01.24,01.14
1215698292681,2008-07-10 13:58:12,00.88,01.18,01.06
1215698293681,2008-07-10 13:58:13,00.86,01.19,01.24
1215698294681,2008-07-10 13:58:14,00.93,01.12,00.84
1215698295681,2008-07-10 13:58:15,01.07,01.20,01.37
1215698296697,2008-07-10 13:58:16,01.20,01.12,01.02
1215698297697,2008-07-10 13:58:17,01.09,01.18,00.93
1215698298711,2008-07-10 13:58:18,00.89,01.18,00.92
1215698299728,2008-07-10 13:58:19,01.00,01.36,00.67
1215698300744,2008-07-10 13:58:20,01.28,01.20,01.25
1215698301774,2008-07-10 13:58:21,01.02,01.09,01.05
1215698302774,2008-07-10 13:58:22,01.09,00.86,01.12
1215698303774,2008-07-10 13:58:23,00.97,00.89,00.91
1215698304774,2008-07-10 13:58:24,01.05,01.39,00.84
1215698305775,2008-07-10 13:58:25,01.03,01.33,01.05
1215698306790,2008-07-10 13:58:26,00.86,01.33,00.64
1215698307806,2008-07-10 13:58:27,01.16,01.40,00.96
1215698308806,2008-07-10 13:58:28,01.18,01.15,00.95
1215698309806,2008-07-10 13:58:29,00.95,01.40,01.19
1215698310808,2008-07-10 13:58:30,01.08,01.28,01.13
1215698311822,2008-07-10 13:58:31,01.02,01.31,01.36
1215698312852,2008-07-10 13:58:32,01.05,01.14,01.09
1215698313853,2008-07-10 13:58:33,00.98,01.24,00.98
1215698314868,2008-07-10 13:58:34,00.91,01.22,01.07
1215698315868,2008-07-10 13:58:35,01.13,01.23,01.15
1215698316869,2008-07-10 13:58:36,01.12,01.02,01.05
1215698317869,2008-07-10 13:58:37,00.90,01.29,00.95
1215698318884,2008-07-10 13:58:38,01.10,01.32,00.88
1215698319884,2008-07-10 13:58:39,01.14,00.95,00.90
1215698320900,2008-07-10 13:58:40,00.82,01.33,01.00
1215698321916,2008-07-10 13:58:41,00.86,00.91,00.89
1215698322931,2008-07-10 13:58:42,00.90,01.23,00.72
1215698323931,2008-07-10 13:58:43,00.89,00.98,01.00
1215698324947,2008-07-10 13:58:44,00.90,00.87,00.74
1215698325977,2008-07-10 13:58:45,00.93,01.63,01.32
1215698326978,2008-07-10 13:58:46,03.41,05.46,04.00
1215698327991,2008-07-10 13:58:47,01.31,01.26,01.13
1215698328994,2008-07-10 13:58:48,01.00,01.17,00.73
1215698330133,2008-07-10 13:58:50,01.00,01.88,01.28
1215698331197,2008-07-10 13:58:51,04.17,05.33,05.40
1215698332213,2008-07-10 13:58:52,01.97,03.75,03.36
1215698333228,2008-07-10 13:58:53,05.74,07.77,06.28
1215698334254,2008-07-10 13:58:54,02.14,03.14,02.90
1215698335275,2008-07-10 13:58:55,06.41,11.27,11.20
1215698336275,2008-07-10 13:58:56,03.84,12.57,05.11
1215698337275,2008-07-10 13:58:57,02.58,04.00,02.98
1215698338275,2008-07-10 13:58:58,04.34,04.21,02.66
1215698339275,2008-07-10 13:58:59,02.00,02.41,02.29
1215698340275,2008-07-10 13:59:00,03.47,06.84,03.49
1215698341283,2008-07-10 13:59:01,01.12,01.05,01.05
1215698342306,2008-07-10 13:59:02,01.40,01.38,01.60
1215698343307,2008-07-10 13:59:03,01.22,01.67,01.40
1215698344337,2008-07-10 13:59:04,00.83,01.02,01.02
1215698345337,2008-07-10 13:59:05,01.00,01.21,00.71
1215698346337,2008-07-10 13:59:06,01.05,01.15,00.98
1215698347337,2008-07-10 13:59:07,01.02,01.35,01.05
1215698348337,2008-07-10 13:59:08,00.93,01.43,01.19
1215698349338,2008-07-10 13:59:09,01.14,01.24,00.81
1215698350354,2008-07-10 13:59:10,00.84,01.05,01.09
1215698351384,2008-07-10 13:59:11,01.24,01.33,01.10
1215698352386,2008-07-10 13:59:12,00.96,01.16,00.96
1215698353400,2008-07-10 13:59:13,00.90,01.24,01.02
1215698354400,2008-07-10 13:59:14,00.95,01.21,00.74
1215698355416,2008-07-10 13:59:15,00.98,01.07,01.00
1215698356416,2008-07-10 13:59:16,00.85,01.20,01.10
1215698357417,2008-07-10 13:59:17,01.13,01.24,00.69
1215698358431,2008-07-10 13:59:18,00.85,01.27,00.95
1215698359447,2008-07-10 13:59:19,01.07,01.05,01.02
1215698360448,2008-07-10 13:59:20,00.91,01.20,01.00
1215698361478,2008-07-10 13:59:21,01.18,01.02,00.89
1215698362478,2008-07-10 13:59:22,01.09,01.34,01.20
1215698363495,2008-07-10 13:59:23,00.98,01.21,00.86
1215698364510,2008-07-10 13:59:24,00.80,01.27,01.43
1215698365510,2008-07-10 13:59:25,01.15,01.29,01.17
1215698366525,2008-07-10 13:59:26,00.82,01.02,01.11
1215698367526,2008-07-10 13:59:27,00.84,00.95,01.05
1215698368540,2008-07-10 13:59:28,00.93,01.26,01.29
1215698369542,2008-07-10 13:59:29,01.09,01.21,01.02
1215698370556,2008-07-10 13:59:30,01.15,01.20,00.95
1215698371557,2008-07-10 13:59:31,00.73,01.32,01.02
1215698372567,2008-07-10 13:59:32,00.84,01.51,01.09
1215698373572,2008-07-10 13:59:33,01.37,01.07,01.02
1215698374585,2008-07-10 13:59:34,00.86,01.12,01.19
1215698375635,2008-07-10 13:59:35,01.02,01.47,01.00
1215698376636,2008-07-10 13:59:36,00.73,01.31,01.22
1215698377650,2008-07-10 13:59:37,00.68,01.12,01.00
1215698378651,2008-07-10 13:59:38,01.31,01.33,01.05
1215698379682,2008-07-10 13:59:39,01.02,01.31,01.19
1215698380691,2008-07-10 13:59:40,00.91,01.11,01.33
1215698381697,2008-07-10 13:59:41,01.11,00.93,00.98
1215698382698,2008-07-10 13:59:42,01.23,01.28,00.98
1215698383712,2008-07-10 13:59:43,01.12,01.05,00.83
1215698384712,2008-07-10 13:59:44,00.95,01.05,01.08
1215698385713,2008-07-10 13:59:45,01.30,01.38,01.03
1215698386729,2008-07-10 13:59:46,00.86,01.14,01.12
1215698387729,2008-07-10 13:59:47,01.15,00.92,01.15
1215698388729,2008-07-10 13:59:48,01.12,01.12,01.26
1215698389746,2008-07-10 13:59:49,00.87,01.08,01.18
1215698390760,2008-07-10 13:59:50,00.86,01.33,01.24
1215698391760,2008-07-10 13:59:51,00.95,01.12,01.12
1215698392776,2008-07-10 13:59:52,01.03,01.21,00.97
1215698393791,2008-07-10 13:59:53,00.95,01.26,01.12
1215698394791,2008-07-10 13:59:54,00.80,01.53,00.90
1215698395807,2008-07-10 13:59:55,01.24,00.95,01.07
1215698396807,2008-07-10 13:59:56,01.07,01.27,00.78
1215698397823,2008-07-10 13:59:57,01.09,01.49,00.98
1215698398837,2008-07-10 13:59:58,01.02,01.18,00.86
1215698399857,2008-07-10 13:59:59,01.00,01.24,00.88
1215698400869,2008-07-10 14:00:00,00.95,01.00,00.95
1215698401870,2008-07-10 14:00:01,00.79,00.92,00.90
1215698402885,2008-07-10 14:00:02,01.19,01.51,00.88
1215698403885,2008-07-10 14:00:03,01.05,01.07,01.02
1215698404900,2008-07-10 14:00:04,01.29,01.61,01.22
1215698405903,2008-07-10 14:00:05,01.63,01.40,01.23
1215698406917,2008-07-10 14:00:06,01.15,01.18,00.80
1215698407932,2008-07-10 14:00:07,01.09,01.18,00.86
1215698408948,2008-07-10 14:00:08,00.85,01.22,01.02
1215698409963,2008-07-10 14:00:09,00.88,01.44,01.15
1215698410979,2008-07-10 14:00:10,01.11,01.74,01.08
1215698411995,2008-07-10 14:00:11,00.84,01.40,01.09
1215698412995,2008-07-10 14:00:12,01.00,01.27,01.10
1215698414010,2008-07-10 14:00:14,01.13,01.18,00.90
1215698415026,2008-07-10 14:00:15,01.11,01.02,01.11
1215698416042,2008-07-10 14:00:16,00.95,01.24,00.90
1215698417042,2008-07-10 14:00:17,00.96,01.33,00.76
1215698418042,2008-07-10 14:00:18,01.31,01.17,00.90
1215698419042,2008-07-10 14:00:19,00.82,01.08,01.26
1215698420057,2008-07-10 14:00:20,01.00,00.95,00.88
1215698421057,2008-07-10 14:00:21,01.28,01.13,00.83
1215698422073,2008-07-10 14:00:22,01.18,01.16,01.09
1215698423073,2008-07-10 14:00:23,00.88,01.27,01.02
1215698424167,2008-07-10 14:00:24,00.98,01.32,00.89
1215698425183,2008-07-10 14:00:25,01.11,01.11,01.00
1215698426213,2008-07-10 14:00:26,01.30,01.14,01.02
1215698427230,2008-07-10 14:00:27,01.16,01.38,01.02
1215698428230,2008-07-10 14:00:28,01.14,01.29,00.71
1215698429245,2008-07-10 14:00:29,01.16,01.05,01.11
1215698430260,2008-07-10 14:00:30,00.81,00.98,01.28
1215698431260,2008-07-10 14:00:31,01.14,01.16,00.82
1215698432276,2008-07-10 14:00:32,00.95,01.36,00.91
1215698433294,2008-07-10 14:00:33,00.84,01.21,01.07
1215698434308,2008-07-10 14:00:34,00.80,01.36,01.02
1215698435323,2008-07-10 14:00:35,01.08,01.15,01.08
1215698436338,2008-07-10 14:00:36,00.98,00.87,01.00
1215698437354,2008-07-10 14:00:37,01.19,01.19,01.14
1215698438355,2008-07-10 14:00:38,01.02,01.23,00.81
1215698439370,2008-07-10 14:00:39,01.05,01.45,01.25
1215698440370,2008-07-10 14:00:40,01.14,01.24,00.83
1215698441401,2008-07-10 14:00:41,00.91,01.41,00.80
1215698442419,2008-07-10 14:00:42,00.79,01.23,01.23
1215698443449,2008-07-10 14:00:43,01.02,01.07,00.96
1215698444449,2008-07-10 14:00:44,00.79,01.02,00.98
1215698445463,2008-07-10 14:00:45,01.21,01.19,00.88
1215698446463,2008-07-10 14:00:46,00.95,01.16,01.21
1215698447463,2008-07-10 14:00:47,00.86,01.14,01.05
1215698448463,2008-07-10 14:00:48,01.05,01.09,00.91
1215698449480,2008-07-10 14:00:49,00.88,00.93,01.24
1215698450495,2008-07-10 14:00:50,01.00,01.28,00.74
1215698451496,2008-07-10 14:00:51,01.05,01.28,00.77
1215698452526,2008-07-10 14:00:52,00.69,00.86,01.21
1215698453526,2008-07-10 14:00:53,01.11,01.14,01.09
1215698454527,2008-07-10 14:00:54,01.17,01.27,00.83
1215698455527,2008-07-10 14:00:55,01.02,01.34,00.95
1215698456542,2008-07-10 14:00:56,01.28,01.16,01.23
1215698457543,2008-07-10 14:00:57,00.77,01.40,00.95
1215698458543,2008-07-10 14:00:58,01.17,01.51,00.98
1215698459543,2008-07-10 14:00:59,00.85,01.03,01.23
1215698460543,2008-07-10 14:01:00,00.95,01.51,01.15
1215698461573,2008-07-10 14:01:01,00.93,01.12,01.09
1215698462584,2008-07-10 14:01:02,00.91,01.16,01.07
1215698463589,2008-07-10 14:01:03,00.77,01.11,00.93
1215698464590,2008-07-10 14:01:04,00.67,01.26,01.05
1215698465604,2008-07-10 14:01:05,00.98,01.42,01.16
1215698466605,2008-07-10 14:01:06,00.93,01.18,01.23
1215698467605,2008-07-10 14:01:07,01.07,01.02,00.81
1215698468668,2008-07-10 14:01:08,01.05,00.87,00.85
1215698469699,2008-07-10 14:01:09,01.26,01.07,01.02
1215698470714,2008-07-10 14:01:10,01.09,01.41,01.07
1215698471717,2008-07-10 14:01:11,01.05,01.10,01.10
1215698472746,2008-07-10 14:01:12,01.23,01.19,00.88
1215698473748,2008-07-10 14:01:13,01.05,01.18,01.00
1215698474761,2008-07-10 14:01:14,01.31,00.86,01.33
1215698475761,2008-07-10 14:01:15,00.75,01.38,01.03
1215698476761,2008-07-10 14:01:16,01.10,01.24,01.17
1215698477761,2008-07-10 14:01:17,01.00,01.13,01.28
1215698478761,2008-07-10 14:01:18,05.46,04.19,07.89
1215698479777,2008-07-10 14:01:19,14.95,05.59,06.85
1215698480793,2008-07-10 14:01:20,06.16,10.19,03.44
1215698481808,2008-07-10 14:01:21,07.16,15.89,07.59
1215698482824,2008-07-10 14:01:22,13.46,10.71,04.63
1215698483824,2008-07-10 14:01:23,04.98,06.93,03.70
1215698484824,2008-07-10 14:01:24,18.57,09.59,09.09
1215698485824,2008-07-10 14:01:25,25.66,13.00,05.59
1215698486839,2008-07-10 14:01:26,08.45,08.17,07.98
1215698487839,2008-07-10 14:01:27,09.89,07.80,07.41
1215698488839,2008-07-10 14:01:28,04.83,05.59,02.66
1215698489855,2008-07-10 14:01:29,04.85,06.73,03.05
1215698490856,2008-07-10 14:01:30,09.34,07.68,05.34
1215698491886,2008-07-10 14:01:31,06.55,10.55,03.52
1215698492890,2008-07-10 14:01:32,07.30,11.73,05.14
1215698493918,2008-07-10 14:01:33,07.45,08.25,04.95
1215698494918,2008-07-10 14:01:34,05.39,08.64,03.18
1215698495918,2008-07-10 14:01:35,06.20,08.20,05.15
1215698496918,2008-07-10 14:01:36,03.66,03.66,03.14
1215698497919,2008-07-10 14:01:37,06.19,10.26,02.91
1215698498933,2008-07-10 14:01:38,06.58,07.09,03.05
1215698499933,2008-07-10 14:01:39,04.66,07.98,02.25
1215698500933,2008-07-10 14:01:40,05.55,04.30,02.55
1215698501934,2008-07-10 14:01:41,06.39,03.14,03.25
1215698502949,2008-07-10 14:01:42,04.72,04.28,02.77
1215698503952,2008-07-10 14:01:43,06.58,04.79,04.19
1215698504952,2008-07-10 14:01:44,05.82,11.07,02.73
1215698505965,2008-07-10 14:01:45,04.62,09.62,01.98
1215698506965,2008-07-10 14:01:46,04.82,04.89,03.66
1215698507965,2008-07-10 14:01:47,10.18,15.32,04.92
1215698508965,2008-07-10 14:01:48,04.79,03.69,03.93
1215698509965,2008-07-10 14:01:49,11.65,13.42,08.39
1215698510980,2008-07-10 14:01:50,09.93,12.05,07.33
1215698511981,2008-07-10 14:01:51,07.65,07.73,05.40
1215698512982,2008-07-10 14:01:52,01.03,01.38,01.10
1215698513997,2008-07-10 14:01:53,01.00,01.38,01.22
1215698515011,2008-07-10 14:01:55,01.06,01.11,01.34
1215698516012,2008-07-10 14:01:56,12.31,09.76,05.76
1215698517012,2008-07-10 14:01:57,10.22,10.58,07.81
1215698518027,2008-07-10 14:01:58,12.11,13.26,06.21
1215698519027,2008-07-10 14:01:59,01.36,01.48,01.42
1215698520028,2008-07-10 14:02:00,08.69,11.50,06.31
1215698521028,2008-07-10 14:02:01,10.49,08.16,05.81
1215698522030,2008-07-10 14:02:02,04.47,06.21,03.15
1215698523043,2008-07-10 14:02:03,06.42,06.60,03.28
1215698524044,2008-07-10 14:02:04,06.02,08.90,02.32
1215698525044,2008-07-10 14:02:05,04.23,04.41,03.39
1215698526059,2008-07-10 14:02:06,05.14,08.86,01.73
1215698527074,2008-07-10 14:02:07,06.92,08.33,02.21
1215698528075,2008-07-10 14:02:08,04.71,04.71,02.14
1215698529075,2008-07-10 14:02:09,04.14,04.76,01.51
1215698530075,2008-07-10 14:02:10,03.66,03.66,01.59
1215698531122,2008-07-10 14:02:11,02.45,03.90,01.85
1215698532137,2008-07-10 14:02:12,02.58,04.65,01.44
1215698533137,2008-07-10 14:02:13,02.79,04.83,02.26
1215698534137,2008-07-10 14:02:14,01.97,02.30,01.62
1215698535137,2008-07-10 14:02:15,02.02,02.49,01.58
1215698536200,2008-07-10 14:02:16,03.78,06.27,02.86
1215698537231,2008-07-10 14:02:17,03.88,06.20,02.49
1215698538247,2008-07-10 14:02:18,04.89,04.96,01.96
1215698539247,2008-07-10 14:02:19,03.77,07.15,01.74
1215698540247,2008-07-10 14:02:20,03.54,06.39,02.15
1215698541262,2008-07-10 14:02:21,04.46,04.59,02.12
1215698542262,2008-07-10 14:02:22,04.30,08.05,01.68
1215698543262,2008-07-10 14:02:23,01.41,01.78,01.00
1215698544262,2008-07-10 14:02:24,04.42,03.77,02.44
1215698545262,2008-07-10 14:02:25,07.00,12.38,05.19
1215698546262,2008-07-10 14:02:26,09.71,10.56,04.68
1215698547262,2008-07-10 14:02:27,03.11,06.08,04.19
1215698548278,2008-07-10 14:02:28,06.00,05.53,01.74
1215698549294,2008-07-10 14:02:29,03.80,07.24,02.44
1215698550310,2008-07-10 14:02:30,01.81,02.74,01.53
1215698551325,2008-07-10 14:02:31,03.88,07.05,03.07
1215698552340,2008-07-10 14:02:32,05.76,07.60,01.69
1215698553340,2008-07-10 14:02:33,03.23,06.60,03.20
1215698554341,2008-07-10 14:02:34,01.90,02.63,01.27
1215698555341,2008-07-10 14:02:35,05.85,10.79,02.23
1215698556356,2008-07-10 14:02:36,04.31,15.45,05.29
1215698557387,2008-07-10 14:02:37,04.31,06.57,02.00
1215698558387,2008-07-10 14:02:38,01.63,02.84,01.42
1215698559404,2008-07-10 14:02:39,02.77,05.02,02.27
1215698560419,2008-07-10 14:02:40,03.10,06.73,01.90
1215698561450,2008-07-10 14:02:41,04.12,11.76,04.05
1215698562451,2008-07-10 14:02:42,04.56,06.71,03.46
1215698563465,2008-07-10 14:02:43,02.24,05.27,02.61
1215698564481,2008-07-10 14:02:44,03.21,03.72,01.60
1215698565482,2008-07-10 14:02:45,04.86,07.05,01.95
1215698566482,2008-07-10 14:02:46,05.80,06.28,03.15
1215698567497,2008-07-10 14:02:47,04.29,05.80,03.54
1215698568498,2008-07-10 14:02:48,04.88,07.10,05.10
1215698569498,2008-07-10 14:02:49,07.73,10.07,04.39
1215698570498,2008-07-10 14:02:50,09.95,09.65,06.85
1215698571498,2008-07-10 14:02:51,07.44,08.72,08.16
1215698572529,2008-07-10 14:02:52,06.28,06.73,05.10
1215698573529,2008-07-10 14:02:53,10.37,12.49,06.93
1215698574529,2008-07-10 14:02:54,11.14,10.00,05.68
1215698575545,2008-07-10 14:02:55,09.81,09.30,05.30
1215698576560,2008-07-10 14:02:56,09.43,09.28,04.93
1215698577590,2008-07-10 14:02:57,06.52,08.02,07.95
1215698578591,2008-07-10 14:02:58,05.02,03.43,03.62
1215698579623,2008-07-10 14:02:59,09.28,12.33,03.13
1215698580638,2008-07-10 14:03:00,05.44,07.56,02.88
1215698581638,2008-07-10 14:03:01,06.08,06.88,02.28
1215698582654,2008-07-10 14:03:02,06.48,07.43,03.27
1215698583669,2008-07-10 14:03:03,10.10,11.98,03.73
1215698584685,2008-07-10 14:03:04,07.00,08.43,03.30
1215698585701,2008-07-10 14:03:05,07.28,08.00,03.07
1215698586716,2008-07-10 14:03:06,07.38,07.95,03.05
1215698587732,2008-07-10 14:03:07,06.86,07.70,02.16
1215698588732,2008-07-10 14:03:08,06.92,06.32,02.42
1215698589757,2008-07-10 14:03:09,05.96,06.29,02.24
1215698590763,2008-07-10 14:03:10,06.59,07.95,02.41
1215698591779,2008-07-10 14:03:11,06.71,08.29,02.61
1215698592779,2008-07-10 14:03:12,05.59,06.93,02.51
1215698593795,2008-07-10 14:03:13,10.73,10.78,04.81
1215698594795,2008-07-10 14:03:14,09.58,07.53,03.08
1215698595812,2008-07-10 14:03:15,10.26,09.82,04.10
1215698596826,2008-07-10 14:03:16,09.36,08.26,02.57
1215698597826,2008-07-10 14:03:17,07.63,07.95,04.48
1215698598841,2008-07-10 14:03:18,08.63,07.51,03.07
1215698599857,2008-07-10 14:03:19,06.05,06.20,02.91
1215698600860,2008-07-10 14:03:20,07.56,03.67,03.69
1215698601873,2008-07-10 14:03:21,09.86,09.52,03.81
1215698602875,2008-07-10 14:03:22,07.02,06.54,04.07
1215698603889,2008-07-10 14:03:23,05.88,04.73,02.66
1215698604904,2008-07-10 14:03:24,05.98,07.24,02.39
1215698605920,2008-07-10 14:03:25,06.90,06.05,03.80
1215698606920,2008-07-10 14:03:26,01.55,01.45,01.15
1215698607935,2008-07-10 14:03:27,01.05,01.28,01.18
1215698608935,2008-07-10 14:03:28,01.13,01.33,00.91
1215698609935,2008-07-10 14:03:29,01.23,01.87,01.13
1215698610935,2008-07-10 14:03:30,05.05,17.36,11.57
1215698611952,2008-07-10 14:03:31,01.87,05.34,02.21
1215698612966,2008-07-10 14:03:32,01.45,02.03,01.60
1215698613966,2008-07-10 14:03:33,01.63,02.61,02.22
1215698614987,2008-07-10 14:03:34,01.79,03.23,03.03
1215698616017,2008-07-10 14:03:36,04.02,04.24,04.15
1215698617030,2008-07-10 14:03:37,05.81,04.65,05.71
1215698618046,2008-07-10 14:03:38,11.90,18.35,07.30
1215698619061,2008-07-10 14:03:39,15.65,13.93,11.70
1215698620077,2008-07-10 14:03:40,07.30,07.52,07.39
1215698621170,2008-07-10 14:03:41,08.64,14.18,10.52
1215698622170,2008-07-10 14:03:42,06.03,10.57,04.43
1215698623171,2008-07-10 14:03:43,06.54,09.71,09.23
1215698624185,2008-07-10 14:03:44,01.53,02.42,02.37
1215698625216,2008-07-10 14:03:45,00.98,01.29,01.21
1215698626233,2008-07-10 14:03:46,00.92,00.95,00.97
1215698627249,2008-07-10 14:03:47,01.40,01.44,01.49
1215698628264,2008-07-10 14:03:48,01.02,02.35,02.47
1215698629279,2008-07-10 14:03:49,01.60,02.74,03.23
1215698630296,2008-07-10 14:03:50,02.36,02.56,04.44
1215698631311,2008-07-10 14:03:51,01.19,02.83,01.93
1215698632327,2008-07-10 14:03:52,03.20,08.96,04.40
1215698633341,2008-07-10 14:03:53,02.17,05.43,02.86
1215698634358,2008-07-10 14:03:54,03.16,05.67,03.88
1215698635374,2008-07-10 14:03:55,01.62,03.02,02.93
1215698636420,2008-07-10 14:03:56,02.90,06.08,05.35
1215698637421,2008-07-10 14:03:57,04.00,06.86,09.30
1215698638436,2008-07-10 14:03:58,01.29,02.32,02.00
1215698639452,2008-07-10 14:03:59,00.92,01.21,01.05
1215698640454,2008-07-10 14:04:00,01.03,01.39,01.32
1215698641467,2008-07-10 14:04:01,01.12,01.29,01.21
1215698642486,2008-07-10 14:04:02,00.84,01.19,01.00
1215698643499,2008-07-10 14:04:03,01.43,01.08,01.11
1215698644514,2008-07-10 14:04:04,01.00,01.24,00.95
1215698645514,2008-07-10 14:04:05,01.18,01.05,00.85
1215698646548,2008-07-10 14:04:06,01.00,01.29,01.00
1215698647561,2008-07-10 14:04:07,00.90,01.20,00.76
1215698648561,2008-07-10 14:04:08,01.02,01.56,01.05
1215698649577,2008-07-10 14:04:09,00.85,01.13,01.18
1215698650671,2008-07-10 14:04:10,01.23,01.30,01.33
1215698651703,2008-07-10 14:04:11,01.10,01.42,00.81
1215698652737,2008-07-10 14:04:12,01.65,01.00,01.18
1215698653749,2008-07-10 14:04:13,01.26,01.37,00.74
1215698654764,2008-07-10 14:04:14,00.87,01.28,01.49
1215698655780,2008-07-10 14:04:15,01.17,01.54,00.94
1215698656793,2008-07-10 14:04:16,01.19,01.41,01.04
1215698657796,2008-07-10 14:04:17,00.84,01.23,00.61
1215698658796,2008-07-10 14:04:18,01.03,01.29,00.91
1215698659812,2008-07-10 14:04:19,00.87,01.37,01.21
1215698660827,2008-07-10 14:04:20,01.11,01.15,01.00
1215698661843,2008-07-10 14:04:21,01.24,01.46,00.98
1215698662859,2008-07-10 14:04:22,00.73,01.14,00.95
1215698663860,2008-07-10 14:04:23,00.97,01.39,01.13
1215698664890,2008-07-10 14:04:24,00.74,01.24,01.45
1215698666246,2008-07-10 14:04:26,00.91,01.24,01.35
1215698667389,2008-07-10 14:04:27,00.94,01.27,00.73
1215698668406,2008-07-10 14:04:28,00.98,01.26,01.12
1215698669421,2008-07-10 14:04:29,,,,
1215698670547,2008-07-10 14:04:30,00.75,01.50,01.58
1215698671561,2008-07-10 14:04:31,01.11,01.15,01.00
1215698672578,2008-07-10 14:04:32,00.98,01.07,00.93
1215698673671,2008-07-10 14:04:33,01.54,00.96,01.12
1215698674702,2008-07-10 14:04:34,01.21,01.30,01.35
1215698675717,2008-07-10 14:04:35,01.11,01.17,00.98
1215698676717,2008-07-10 14:04:36,00.84,01.13,00.97
1215698677718,2008-07-10 14:04:37,00.69,01.54,01.23
1215698678748,2008-07-10 14:04:38,01.28,01.08,00.96
1215698679764,2008-07-10 14:04:39,01.00,01.67,01.33
1215698680813,2008-07-10 14:04:40,00.69,01.15,01.00
1215698681828,2008-07-10 14:04:41,01.04,01.39,01.25
1215698682843,2008-07-10 14:04:42,00.94,01.47,01.11
1215698683858,2008-07-10 14:04:43,01.05,01.33,01.29
1215698684859,2008-07-10 14:04:44,01.15,00.85,01.03
1215698685874,2008-07-10 14:04:45,00.81,01.00,01.21
1215698686890,2008-07-10 14:04:46,00.95,00.98,01.16
1215698687905,2008-07-10 14:04:47,00.91,01.19,00.94
1215698688937,2008-07-10 14:04:48,00.88,01.48,01.16
1215698689952,2008-07-10 14:04:49,00.94,01.20,00.97
1215698691031,2008-07-10 14:04:51,00.96,01.00,01.00
1215698692031,2008-07-10 14:04:52,00.94,01.06,01.26
1215698693047,2008-07-10 14:04:53,00.76,01.33,00.98
1215698694061,2008-07-10 14:04:54,01.08,01.29,00.89
1215698695155,2008-07-10 14:04:55,01.08,00.88,00.88
1215698696203,2008-07-10 14:04:56,01.08,01.11,01.14
1215698697218,2008-07-10 14:04:57,00.87,01.05,01.13
1215698698234,2008-07-10 14:04:58,00.93,01.32,00.93
1215698699250,2008-07-10 14:04:59,01.71,01.34,00.92
1215698700264,2008-07-10 14:05:00,00.95,01.05,01.05
